Date,Price_brent-daily,Price_dubai-crude,Open_dubai-crude,High_dubai-crude,Low_dubai-crude,Price_Gold-Price,Open_Gold-Price,High_Gold-Price,Low_Gold-Price,Price_wti-daily
2015-01-21,-0.9161669609458225,-0.9364602908491463,-0.9364603181042829,-0.9364603181042829,-0.9364603181042829,-0.9856556377419513,-0.9746746838359469,-0.9621374848441514,-0.9871274640473897,-0.517325219260591
2015-01-22,-0.9522873410906295,-0.9493598516412816,-0.9493598720645481,-0.9493598720645481,-0.9493598720645481,-0.9767611097249548,-0.9894941292684948,-0.9702620778677036,-0.9996684060858434,-0.7047491071313016
2015-01-23,-0.8994282481957899,-0.9383030852480224,-0.9383031115271775,-0.9383031115271775,-0.9383031115271775,-1.0009034000568025,-0.9825783880666391,-0.9879120558154203,-0.9924003601317396,-0.7701522346695184
2015-01-24,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,0.0,0.0,0.0,0.0,0.0
2015-01-25,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,-1.0004798511036121,-1.0006439977367927,-1.0197100319593229,-0.9818545679630399,0.0
2015-01-26,-0.9540493108537912,-0.9475170572424049,-0.9475170786416528,-0.9475170786416528,-0.9475170786416528,0.0,0.0,0.0,0.0,-0.8150558744718762
2015-01-27,-0.9117620365379193,-0.9272463188547639,-0.9272463509898076,-0.9272463509898076,-0.9272463509898076,-0.993844250836964,-1.0108059031762542,-0.9992584702103812,-1.0250353115727155,-0.7135346018752408
2015-01-28,-0.8659508226957243,-0.9373816880485843,-0.9373817148157302,-0.9373817148157302,-0.9373817148157302,-1.0134686856681152,-0.99937375955686,-1.0075231424239945,-0.9983858097410016,-0.8853398324233924
2015-01-29,-0.9064761272484352,-0.9336960992508315,-0.9336961279699402,-0.9336961279699402,-0.9336961279699402,-1.0593531555970657,-1.0154634431693406,-1.0251731203717114,-1.0462694066150973,-0.8814351680927527
2015-01-30,-0.826306503024594,-0.9336960992508315,-0.9336961279699402,-0.9336961279699402,-0.9336961279699402,-0.9970914594780897,-1.0496187364519747,-0.9674604940664787,-1.0412815319407123,-0.523182215756551
2015-01-31,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,0.0,0.0,0.0,0.0,0.0
2015-02-01,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,0.0,0.0,0.0,0.0,0.0
2015-02-02,-0.45453088299755207,-0.322809756023286,-0.32281010828023926,-0.32281010828023926,-0.32281010828023926,-0.9745021819746065,-0.9677589426340912,-0.976285483040337,-1.0023761094805095,-0.38066196768819827
2015-02-03,-0.21930791961551413,-0.25923334926204844,-0.25923373519036114,-0.25923373519036114,-0.25923373519036114,-1.0287164479829665,-0.9746746838359469,-0.9928148274675639,-1.0227551402929966,-0.010695022360077395
2015-02-04,-0.16116291743118968,-0.15327267132665232,-0.15327311337389735,-0.15327311337389735,-0.15327311337389735,-1.0107862089645765,-1.0326822273862057,-1.0269941498425075,-1.02589037580261,-0.45875525430099395
2015-02-05,-0.08099329320734917,-0.18828576490530521,-0.18828618840890304,-0.18828618840890304,-0.18828618840890304,-1.0292811799205535,-1.0150400304426963,-1.0178890024885265,-1.042564128285554,-0.26059353952102476
2015-02-06,-0.08980314202315536,-0.11273119455137048,-0.112731658070207,-0.112731658070207,-0.112731658070207,-1.1302270137642445,-1.0555465146249938,-1.0601929178870224,-1.1208025053209068,-0.14540594176715071
2015-02-07,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,0.0,0.0,0.0,0.0,0.0
2015-02-08,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,0.0,0.0,0.0,0.0,0.0
2015-02-09,0.008867164713879272,-0.07863949817215561,-0.07863997974664863,-0.07863997974664863,-0.07863997974664863,-1.1089083831203321,-1.1242805139169065,-1.1198666528531125,-1.1088316061023828,-0.015575852773376867
2015-02-10,-0.09773200595738167,-0.17538620411316996,-0.1753866344486378,-0.1753866344486378,-0.1753866344486378,-1.1234502305131997,-1.1004282636492817,-1.1187460193326224,-1.110541734562172,-0.3015925149927421
2015-02-11,-0.3012395136025163,-0.22329885848395747,-0.2232992634439081,-0.2232992634439081,-0.2232992634439081,-1.151545644408157,-1.1187761484705316,-1.1369563140405843,-1.1410390254284115,-0.4245894414078963
2015-02-12,-0.058968671167832463,-0.044547801792941405,-0.0445483014230909,-0.0445483014230909,-0.0445483014230909,-1.1772409475683692,-1.1602705956816657,-1.155166608748546,-1.1624156311757756,-0.19323807981748775
2015-02-13,0.3022351302802417,0.013500221771667209,0.013499691398102611,0.013499691398102611,0.013499691398102611,-1.1689111514889599,-1.1681742999123579,-1.1698749237049766,-1.1592803956661624,-0.04778933350115573
2015-02-14,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,0.0,0.0,0.0,0.0,0.0
2015-02-15,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,0.0,0.0,0.0,0.0,0.0
2015-02-16,0.4114772555962447,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,-1.1621343682379148,-1.1653515484013963,-1.1602094595907508,-1.148164560677533,0.0
2015-02-17,0.341879449951372,0.04482772655256663,0.04482717958731769,0.04482717958731769,0.04482717958731769,-1.232867043420697,-1.1650692732503,-1.1829022883806724,-1.2201324666936588,0.0400656139382403
2015-02-18,0.3365935406618878,0.047591918150881415,0.04759136972166033,0.04759136972166033,0.04759136972166033,-1.2413380224845032,-1.2274520816425494,-1.2294085794810055,-1.2325308980271301,-0.0995261358821325
2015-02-19,0.16568247363523833,0.047591918150881415,0.04759136972166033,0.04759136972166033,0.04759136972166033,-1.225384345247668,-1.2302748331535107,-1.2110582055829824,-1.2224126379733777,-0.1981189102307879
2015-02-20,0.3603801324645661,0.047591918150881415,0.04759136972166033,0.04759136972166033,0.04759136972166033,-1.2221371366065423,-1.219407239836309,-1.2231050159282495,-1.2242652771381493,-0.3123303419020015
2015-02-21,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,-1.221854770637749,-1.2219477161961745,-1.2393542019753538,-1.2053113533754864,0.0
2015-02-22,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,0.0,0.0,0.0,0.0,0.0
2015-02-23,0.25378096179330517,-0.04270500739406466,-0.04270550800019559,-0.04270550800019559,-0.04270550800019559,-1.2417615714376935,-1.2273109440670011,-1.2406149146859051,-1.2506297575598984,-0.3504008191257396
2015-02-24,0.3022351302802417,-0.056525965385637957,-0.05652645867190814,-0.05652645867190814,-0.05652645867190814,-1.2560210528617675,-1.2360614737509819,-1.245237527957926,-1.2486346076901444,-0.4558267560530147
2015-02-25,0.25289997691172467,-0.022434269006423747,-0.022434780348350423,-0.022434780348350423,-0.022434780348350423,-1.2468441588759773,-1.247493617370376,-1.235992301413884,-1.2336709836669895,-0.28304535942220327
2015-02-26,0.3956195277277927,-0.03441243259912095,-0.03441293759716832,-0.03441293759716832,-0.03441293759716832,-1.2331494093894906,-1.2387430876863954,-1.2322101632822304,-1.2222701272683953,-0.5368485409137903
2015-02-27,0.4396687718068261,-0.02427706340530049,-0.024277573771245738,-0.024277573771245738,-0.024277573771245738,-1.2378084478745839,-1.232674171937828,-1.2392141227852926,-1.2319608552072003,-0.3230681688112609
2015-02-28,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,-1.1991243101498688,-1.251304331910174,-1.2114784431531662,-1.2446443079506364,0.0
2015-03-01,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,0.0,0.0,0.0,0.0,0.0
2015-03-02,0.3392364953066299,0.12222509130537812,0.12222450334890904,0.12222450334890904,0.12222450334890904,-1.1905121481016658,-1.1952727144175883,-1.14438051111383,-1.1880675580726128,-0.34747232087775964
2015-03-03,0.3771188452145986,0.2733342320132476,0.2733335640263011,0.2733335640263011,0.2733335640263011,-1.2029362507285815,-1.1925911004821748,-1.199851870378083,-1.1937679862719097,-0.2654743699343242
2015-03-04,0.20092186889846494,0.2245001804430214,0.22449953831958286,0.22449953831958286,0.22449953831958286,-1.1907945140704592,-1.1964018150219728,-1.1999919495681441,-1.1936254755669273,-0.15809610084172962
2015-03-05,0.3022351302802417,0.19870105885875092,0.1987004303990524,0.1987004303990524,0.1987004303990524,-1.200112591040646,-1.194990439266492,-1.2001320287582053,-1.191202793582226,-0.23326088920654606
2015-03-06,0.19827891425372282,0.15723818488403038,0.15723757838391408,0.15723757838391408,0.15723757838391408,-1.258703529565306,-1.198518878655194,-1.2097974928724313,-1.24720950064032,-0.3455199887124401
2015-03-07,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,0.0,0.0,0.0,0.0,0.0
2015-03-08,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,0.0,0.0,0.0,0.0,0.0
2015-03-09,0.15599163993785103,0.08536920332784911,0.08536863489100868,0.08536863489100868,0.08536863489100868,-1.258138797627719,-1.253421395543395,-1.2592454469640506,-1.2449293293606012,-0.3123303419020015
2015-03-10,-0.08363624785209064,-0.05560456818619991,-0.05560506196046082,-0.05560506196046082,-0.05560506196046082,-1.2725394620361896,-1.2599137240186065,-1.2700315445987662,-1.2757116416368057,-0.4616837525489739
2015-03-11,-0.03870601889147674,0.019028604968296132,0.01902807166678724,0.01902807166678724,0.01902807166678724,-1.3069881102290017,-1.26993449188252,-1.2845997803651357,-1.294808076104451,-0.49682573152473203
2015-03-12,-0.02108632125986375,-0.015063091410918076,-0.015063606656770482,-0.015063606656770482,-0.015063606656770482,-1.3106588678233178,-1.302254996683029,-1.2994481745116275,-1.30649395391301,-0.5885853432947677
2015-03-13,-0.18494950923386802,-0.12378796094462899,-0.12378841860757692,-0.12378841860757692,-0.12378841860757692,-1.279739794240425,-1.302254996683029,-1.291743819058259,-1.2863999445104877,-0.8072465458105961
2015-03-14,6.259774079216159e-16,-6.546920868105333e-16,6.54691740072275e-16,6.54691740072275e-16,6.54691740072275e-16,-1.2779044154432668,-1.2779793336887602,-1.2949656404296679,-1.26188810325351,0.0
