Date,bitcoin_Price,bitcoin_Open,bitcoin_High,bitcoin_Low,brent-daily_Price,dubai-crude_Price,dubai-crude_Open,dubai-crude_High,dubai-crude_Low,Gold-Price_Price,Gold-Price_Open,Gold-Price_High,Gold-Price_Low,wti-daily_Price
2015-03-14,283.6590118408203,284.4419860839844,286.3420104980469,280.9760131835937,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,25922.0,25922.0,25922.0,25922.0,53.14956150341686
2015-03-15,283.7624969482422,281.42498779296875,286.52899169921875,280.9960021972656,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-03-16,289.89849853515625,285.6849975585937,294.11199951171875,285.6849975585937,52.0,53.94,53.94,53.94,53.94,25797.0,25945.0,25967.0,25735.0,43.93
2015-03-17,288.36949157714844,290.5950012207031,292.364990234375,284.3739929199219,52.17,53.59,53.59,53.59,53.59,25635.0,25741.0,25830.0,25551.0,43.39
2015-03-18,267.6029968261719,285.0669860839844,285.33599853515625,249.8699951171875,52.59,54.57,54.57,54.57,54.57,25653.0,25665.0,25700.0,25520.0,44.63
2015-03-19,256.4399948120117,255.8800048828125,264.2439880371094,248.6360015869141,52.96,53.87,53.87,53.87,53.87,25970.0,25712.0,25992.0,25712.0,44.02
2015-03-20,262.00498962402344,260.9559936523437,264.8479919433594,259.1619873046875,53.88,54.32,54.32,54.32,54.32,26195.0,25996.0,26249.0,25915.0,46.0
2015-03-21,258.9230041503906,261.6440124511719,262.1960144042969,255.6499938964844,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-03-22,264.6685028076172,259.9169921875,269.7470092773437,259.5899963378906,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-03-23,269.52099609375,267.8949890136719,277.2969970703125,261.7449951171875,53.82,54.47,54.47,54.47,54.47,26208.0,26195.0,26226.0,26089.0,47.4
2015-03-24,255.57899475097656,266.5769958496094,267.00299072265625,244.15499877929688,53.61,54.33,54.33,54.33,54.33,26350.0,26180.0,26389.0,26140.0,47.03
2015-03-25,242.8525009155273,247.4720001220703,249.19000244140625,236.51499938964844,54.18,54.58,54.58,54.58,54.58,26491.0,26313.0,26519.0,26219.0,48.75
2015-03-26,249.62950134277344,246.2760009765625,254.35400390625,244.90499877929688,57.02,55.03,55.03,55.03,55.03,26805.0,26519.0,26991.0,26519.0,51.41
2015-03-27,251.01200103759768,248.5659942626953,256.8110046386719,245.21299743652344,56.44,54.69,54.69,54.69,54.69,26564.0,26774.0,26774.0,26381.0,48.83
2015-03-28,250.5900039672852,246.9750061035156,254.2050018310547,246.9750061035156,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-03-29,246.9945068359375,252.7400054931641,253.1390075683593,240.8500061035156,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-03-30,244.2280044555664,242.8789978027344,249.24200439453125,239.2140045166016,53.99,54.64,54.64,54.64,54.64,26239.0,26468.0,26468.0,26200.0,48.66
2015-03-31,245.7344970703125,247.45399475097656,248.72999572753903,242.738998413086,53.69,54.66,54.66,54.66,54.66,26061.0,26200.0,26310.0,26020.0,47.72
2015-04-01,244.35050201416016,244.22300720214844,247.5410003662109,241.1600036621093,55.73,55.47,55.47,55.47,55.47,26510.0,26122.0,26800.0,26060.0,50.12
2015-04-02,249.9384994506836,247.0890045166016,254.46099853515625,245.4160003662109,55.73,54.83,54.83,54.83,54.83,26548.0,26601.0,26697.0,26460.0,49.13
2015-04-03,253.96099853515625,253.07400512695312,256.0429992675781,251.8789978027344,56.899349411104886,54.83,54.83,54.83,54.83,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-04-04,253.1790008544922,254.2910003662109,255.25799560546875,251.1000061035156,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-04-05,256.3084945678711,253.7610015869141,260.67498779296875,251.94200134277344,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-04-06,258.1865005493164,260.72100830078125,261.7980041503906,254.5749969482422,55.73,56.24,56.24,56.24,56.24,26941.0,26625.0,27038.0,26625.0,52.08
2015-04-07,254.004997253418,255.2740020751953,255.80499267578125,252.2050018310547,57.55,57.0,57.0,57.0,57.0,26829.0,26925.0,26928.0,26801.0,53.95
2015-04-08,249.03099822998047,253.06399536132807,253.8470001220703,244.21499633789065,56.42,54.03,54.03,54.03,54.03,26682.0,26842.0,26873.0,26615.0,50.44
2015-04-09,242.7589950561524,244.75100708007807,246.1179962158203,239.3999938964844,56.04,54.92,54.92,54.92,54.92,26452.0,26612.0,26612.0,26410.0,50.79
2015-04-10,238.2324981689453,243.69400024414065,243.69400024414065,232.77099609375,56.82,55.99,55.99,55.99,55.99,26703.0,26482.0,26750.0,26452.0,51.63
2015-04-11,236.8560028076172,236.01600646972656,239.53700256347656,234.1750030517578,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-04-12,235.6114959716797,236.5350036621093,237.72799682617188,233.4949951171875,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-04-13,229.4654998779297,235.9499969482422,236.9349975585937,221.9960021972656,57.14,56.27,56.27,56.27,56.27,26616.0,26703.0,26730.0,26550.0,51.95
