Date,bitcoin_Price,bitcoin_Open,bitcoin_High,bitcoin_Low,brent-daily_Price,dubai-crude_Price,dubai-crude_Open,dubai-crude_High,dubai-crude_Low,Gold-Price_Price,Gold-Price_Open,Gold-Price_High,Gold-Price_Low,wti-daily_Price
2015-10-19,262.885498046875,261.8609924316406,264.82000732421875,260.95098876953125,47.51,46.23,46.23,46.23,46.23,26882.0,26950.0,26950.0,26803.0,45.91
2015-10-20,267.03099060058594,263.5719909667969,270.8349914550781,263.2269897460937,46.93,46.07,46.07,46.07,46.07,26993.0,26821.0,27058.0,26756.0,45.84
2015-10-21,267.3044891357422,269.3059997558594,270.7699890136719,263.8389892578125,46.72,45.92,45.92,45.92,45.92,26821.0,27036.0,27080.0,26801.0,45.22
2015-10-22,271.322509765625,266.4960021972656,276.510009765625,266.135009765625,46.59,45.93,45.93,45.93,45.93,26737.0,26850.0,26877.0,26715.0,44.9
2015-10-23,276.1134948730469,273.64898681640625,278.6839904785156,273.5429992675781,46.3,45.9,45.9,45.9,45.9,26676.0,26759.0,26965.0,26602.0,43.91
2015-10-24,279.10499572753906,276.5039978027344,281.7059936523437,276.5039978027344,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-10-25,287.7519989013672,281.44500732421875,294.0589904785156,281.44500732421875,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-10-26,282.9049987792969,283.62799072265625,285.29998779296875,280.510009765625,46.57,45.79,45.79,45.79,45.79,26689.0,26750.0,26790.0,26642.0,43.19
2015-10-27,290.6100006103516,285.1809997558594,296.2120056152344,285.00799560546875,45.54,45.7,45.7,45.7,45.7,26790.0,26678.0,26820.0,26650.0,43.21
2015-10-28,300.0169982910156,293.7030029296875,306.3309936523437,293.7030029296875,47.6,45.96,45.96,45.96,45.96,26930.0,26824.0,27033.0,26797.0,45.93
2015-10-29,309.9965057373047,304.3240051269531,318.1700134277344,301.822998046875,48.04,45.92,45.92,45.92,45.92,26470.0,26800.0,26800.0,26450.0,46.02
2015-10-30,324.05450439453125,313.9429931640625,334.16900634765625,313.94000244140625,48.0,45.84,45.84,45.84,45.84,26355.0,26464.0,26464.0,26281.0,46.6
2015-10-31,321.0140075683594,328.5119934082031,332.7770080566406,309.2510070800781,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-11-01,319.67649841308594,315.0050048828125,327.47198486328125,311.8810119628906,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-11-02,344.2845001220703,325.9419860839844,365.3599853515625,323.2090148925781,47.91,45.5,45.5,45.5,45.5,26228.0,26450.0,26450.0,26181.0,46.12
2015-11-03,387.77349853515625,361.87298583984375,417.8999938964844,357.6470031738281,48.0,47.02,47.02,47.02,47.02,25863.0,26240.0,26310.0,25833.0,47.88
2015-11-04,438.0550079345703,403.66400146484375,495.56201171875,380.5480041503906,46.96,45.28,45.28,45.28,45.28,25646.0,25950.0,25993.0,25126.0,46.32
2015-11-05,411.0709991455078,408.0769958496094,447.5610046386719,374.58099365234375,47.19,44.7,44.7,44.7,44.7,25791.0,25661.0,25917.0,25661.0,45.27
2015-11-06,374.9304962158203,388.0469970703125,395.83599853515625,354.0249938964844,46.09,44.4,44.4,44.4,44.4,25538.0,25834.0,25918.0,25485.0,44.32
2015-11-07,381.50950622558594,374.2690124511719,390.58599853515625,372.4330139160156,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-11-08,379.2975006103516,384.2780151367188,389.8949890136719,368.7000122070313,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-11-09,374.0865020751953,374.3240051269531,385.2780151367188,362.8949890136719,45.38,44.16,44.16,44.16,44.16,25699.0,25619.0,25780.0,25619.0,43.87
2015-11-10,355.2474975585937,379.9840087890625,381.3869934082031,329.1080017089844,46.44,44.33,44.33,44.33,44.33,25604.0,25710.0,25750.0,25510.0,44.23
2015-11-11,320.79100036621094,339.82000732421875,340.5849914550781,300.9970092773437,44.98,43.32,43.32,43.32,43.32,25490.0,25523.0,25548.0,25477.0,42.95
2015-11-12,329.21849060058594,314.0790100097656,345.0809936523437,313.3559875488281,44.98,42.55,42.55,42.55,42.55,25341.0,25480.0,25555.0,25223.0,41.74
2015-11-13,333.4945068359375,338.4979858398437,340.9140014648437,326.07501220703125,41.98,42.11,42.11,42.11,42.11,25388.0,25395.0,25519.0,25351.0,40.69
2015-11-14,334.07550048828125,336.6239929199219,338.1809997558594,329.9700012207031,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-11-15,326.07598876953125,333.0509948730469,334.6619873046875,317.489990234375,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-11-16,323.7655029296875,319.7349853515625,331.6260070800781,315.9049987792969,40.28,41.72,41.72,41.72,41.72,25360.0,25488.0,25740.0,25336.0,41.68
2015-11-17,333.9820098876953,330.36199951171875,338.3500061035156,329.614013671875,41.28,41.3,41.3,41.3,41.3,25038.0,25284.0,25375.0,24978.0,40.73
2015-11-18,333.58551025390625,334.5929870605469,336.531005859375,330.6400146484375,41.45,41.55,41.55,41.55,41.55,25108.0,25000.0,25180.0,25000.0,40.75
2015-11-19,330.3035125732422,334.6789855957031,335.3340148925781,325.27301025390625,42.22,41.65,41.65,41.65,41.65,25308.0,25199.0,25442.0,25110.0,40.55
2015-11-20,319.3450012207031,326.4110107421875,326.4729919433594,312.2170104980469,42.49,41.78,41.78,41.78,41.78,25252.0,25356.0,25496.0,25214.0,39.39
2015-11-21,323.8769989013672,322.0920104980469,328.15899658203125,319.5950012207031,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-11-22,324.13450622558594,326.9750061035156,327.010009765625,321.2590026855469,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-11-23,323.2040100097656,324.3500061035156,325.1180114746094,321.2900085449219,43.7,41.71,41.71,41.71,41.71,25180.0,25235.0,25287.0,25084.0,39.27
2015-11-24,320.5880126953125,323.0140075683594,323.0580139160156,318.1180114746094,44.38,41.94,41.94,41.94,41.94,25305.0,25199.0,25395.0,25173.0,40.89
2015-11-25,322.9519958496094,320.0450134277344,329.1340026855469,316.7699890136719,43.56,41.93,41.93,41.93,41.93,25230.0,25250.0,25280.0,25154.0,41.22
2015-11-26,347.4929962158203,328.3030090332031,366.7569885253906,328.22900390625,43.55,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,25288.0,25260.0,25346.0,25250.0,53.14956150341686
2015-11-27,355.7294921875,351.8609924316406,363.5889892578125,347.8699951171875,43.07,41.7,41.7,41.7,41.7,25071.0,25221.0,25281.0,24981.0,40.57
2015-11-28,355.85400390625,357.1409912109375,359.5360107421875,352.1719970703125,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-11-29,363.802490234375,357.47198486328125,371.9389953613281,355.6659851074219,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-11-30,376.3730010986328,371.43701171875,382.3630065917969,370.3829956054688,43.73,41.69,41.69,41.69,41.69,25114.0,24961.0,25180.0,24950.0,40.43
2015-12-01,367.7469940185547,377.41400146484375,378.9309997558594,356.56298828125,42.97,40.47,40.47,40.47,40.47,25018.0,25189.0,25250.0,24975.0,40.58
2015-12-02,355.84849548339844,361.8450012207031,362.2319946289063,349.4649963378906,41.92,38.58,38.58,38.58,38.58,24895.0,25169.0,25190.0,24860.0,39.93
2015-12-03,363.84349060058594,359.3309936523437,370.2749938964844,357.4119873046875,42.0,39.83,39.83,39.83,39.83,25043.0,24890.0,25149.0,24803.0,41.08
2015-12-04,359.63648986816406,361.2619934082031,363.5159912109375,355.7569885253906,41.44,38.93,38.93,38.93,38.93,25631.0,25110.0,25750.0,25066.0,40.0
2015-12-05,376.5070037841797,363.7210083007813,389.7850036621094,363.22900390625,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-12-06,394.94898986816406,389.5549926757813,402.8089904785156,387.0889892578125,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
2015-12-07,392.6900024414063,389.9779968261719,399.968994140625,385.4110107421875,39.69,36.68,36.68,36.68,36.68,25443.0,25589.0,25620.0,25410.0,37.64
2015-12-08,402.7565002441406,395.7539978027344,415.56298828125,389.9500122070313,39.44,36.31,36.31,36.31,36.31,25424.0,25406.0,25515.0,25275.0,37.46
2015-12-09,414.7054901123047,414.4410095214844,423.1199951171875,406.2909851074219,39.04,36.21,36.21,36.21,36.21,25499.0,25470.0,25637.0,25333.0,37.16
2015-12-10,415.5285034179688,417.9880065917969,419.5090026855469,411.5480041503906,38.65,36.22,36.22,36.22,36.22,25328.0,25455.0,25455.0,25303.0,36.76
2015-12-11,433.6094970703125,415.281005859375,451.93798828125,415.281005859375,36.99,35.43,35.43,35.43,35.43,25581.0,25300.0,25610.0,25162.0,35.65
2015-12-12,439.9219970703125,452.3349914550781,469.1029968261719,410.7409973144531,56.899349411104886,55.70348097671776,55.70348665530948,55.70348665530948,55.70348665530948,34973.40531561462,34976.84828349944,35166.525470653374,34776.68992248062,53.14956150341686
