Date,Low,High,Open,Close,Volume,Mean
2013-04-29 23:59:59.999,134.0,147.48800659179688,134.44400024414062,144.5399932861328,0.0,140.74400329589844
2013-04-30 23:59:59.999,134.0500030517578,146.92999267578125,144.0,139.0,0.0,140.48999786376953
2013-05-01 23:59:59.999,107.72000122070312,139.88999938964844,139.0,116.98999786376953,0.0,123.80500030517578
2013-05-02 23:59:59.999,92.28189849853516,125.5999984741211,116.37999725341797,105.20999908447266,0.0,108.94094848632812
2013-05-03 23:59:59.999,79.0999984741211,108.12799835205078,106.25,97.75,0.0,93.61399841308594
2013-05-04 23:59:59.999,92.5,115.0,98.0999984741211,112.5,0.0,103.75
2013-05-05 23:59:59.999,107.14299774169922,118.80000305175781,112.9000015258789,115.91000366210938,0.0,112.97150039672852
2013-05-06 23:59:59.999,106.63999938964844,124.66300201416016,115.9800033569336,112.30000305175781,0.0,115.6515007019043
2013-05-07 23:59:59.999,97.69999694824219,113.44400024414062,112.25,111.5,0.0,105.5719985961914
2013-05-08 23:59:59.999,109.5999984741211,115.77999877929688,109.5999984741211,113.56600189208984,0.0,112.68999862670898
2013-05-09 23:59:59.999,109.26000213623047,113.45999908447266,113.19999694824219,112.66999816894531,0.0,111.36000061035156
2013-05-10 23:59:59.999,111.5510025024414,122.0,112.79900360107422,117.19999694824219,0.0,116.7755012512207
2013-05-11 23:59:59.999,113.01000213623047,118.67900085449219,117.69999694824219,115.24299621582031,0.0,115.84450149536133
2013-05-12 23:59:59.999,113.43499755859375,117.4489974975586,115.63999938964844,115.0,0.0,115.44199752807617
2013-05-13 23:59:59.999,114.5,118.6989974975586,114.81999969482422,117.9800033569336,0.0,116.5994987487793
2013-05-14 23:59:59.999,110.25,119.80000305175781,117.9800033569336,111.5,0.0,115.0250015258789
2013-05-15 23:59:59.999,103.5,115.80999755859375,111.4000015258789,114.22000122070312,0.0,109.65499877929688
2013-05-16 23:59:59.999,112.19999694824219,118.76000213623047,114.22000122070312,118.76000213623047,0.0,115.47999954223633
2013-05-17 23:59:59.999,116.57099914550781,125.30000305175781,118.20999908447266,123.01499938964844,0.0,120.93550109863281
2013-05-18 23:59:59.999,122.30000305175781,125.25,123.5,123.49800109863281,0.0,123.7750015258789
2013-05-19 23:59:59.999,119.57099914550781,124.5,123.21099853515625,121.98999786376953,0.0,122.0354995727539
2013-05-20 23:59:59.999,120.12000274658203,123.62100219726562,122.5,122.0,0.0,121.87050247192383
2013-05-21 23:59:59.999,121.20999908447266,123.0,122.0199966430664,122.87999725341797,0.0,122.10499954223633
2013-05-22 23:59:59.999,122.0,124.0009994506836,122.88999938964844,123.88899993896484,0.0,123.0004997253418
2013-05-23 23:59:59.999,123.0999984741211,126.93399810791016,123.80000305175781,126.69999694824219,0.0,125.01699829101562
2013-05-24 23:59:59.999,125.71900177001953,133.85000610351562,126.30000305175781,133.1999969482422,0.0,129.78450393676758
2013-05-25 23:59:59.999,128.89999389648438,133.218994140625,133.10000610351562,131.97999572753906,0.0,131.0594940185547
2013-05-26 23:59:59.999,130.61500549316406,136.0,131.98599243164062,133.47999572753906,0.0,133.30750274658203
2013-05-27 23:59:59.999,124.69999694824219,135.46499633789062,133.5,129.7449951171875,0.0,130.0824966430664
2013-05-28 23:59:59.999,125.5999984741211,130.5800018310547,129.77000427246094,129.0,0.0,128.0900001525879
2013-05-29 23:59:59.999,127.66200256347656,132.58999633789062,129.0,132.3000030517578,0.0,130.1259994506836
2013-05-30 23:59:59.999,127.0,132.25,132.25,128.7989959716797,0.0,129.625
2013-05-31 23:59:59.999,126.4000015258789,129.89999389648438,128.7989959716797,129.0,0.0,128.14999771118164
2013-06-01 23:59:59.999,127.1989974975586,129.77999877929688,128.81500244140625,129.3000030517578,0.0,128.48949813842773
2013-06-02 23:59:59.999,115.05000305175781,129.39999389648438,129.3000030517578,122.29199981689453,0.0,122.2249984741211
2013-06-03 23:59:59.999,116.0,122.5,122.5,122.22200012207031,0.0,119.25
2013-06-04 23:59:59.999,119.0999984741211,123.83999633789062,120.73699951171875,121.41999816894531,0.0,121.46999740600586
2013-06-05 23:59:59.999,119.89900207519531,123.46900177001953,121.4000015258789,121.6500015258789,0.0,121.68400192260742
2013-06-06 23:59:59.999,117.25,123.0999984741211,121.9000015258789,118.0,0.0,120.17499923706055
2013-06-07 23:59:59.999,106.41999816894531,119.0,118.97000122070312,111.5,0.0,112.70999908447266
2013-06-08 23:59:59.999,107.30000305175781,111.41500091552734,111.0,108.30000305175781,0.0,109.35750198364258
2013-06-09 23:59:59.999,88.5,108.98999786376953,107.89199829101562,100.0,0.0,98.74499893188477
2013-06-10 23:59:59.999,95.00199890136719,110.10099792480469,100.43699645996094,106.3499984741211,0.0,102.55149841308594
2013-06-11 23:59:59.999,104.0,109.5999984741211,106.3499984741211,108.9000015258789,0.0,106.79999923706055
2013-06-12 23:59:59.999,106.73400115966797,111.78700256347656,109.0,108.1500015258789,0.0,109.26050186157227
2013-06-13 23:59:59.999,100.52999877929688,110.30000305175781,108.7760009765625,104.0,0.0,105.41500091552734
2013-06-14 23:59:59.999,98.0,104.69999694824219,103.9489974975586,99.97889709472656,0.0,101.3499984741211
2013-06-15 23:59:59.999,98.0,103.69999694824219,100.0,99.98809814453125,0.0,100.8499984741211
2013-06-16 23:59:59.999,98.94660186767578,101.5999984741211,99.80000305175781,99.51000213623047,0.0,100.27330017089844
2013-06-17 23:59:59.999,99.0,102.20999908447266,99.9000015258789,101.69999694824219,0.0,100.60499954223633
2013-06-18 23:59:59.999,101.03299713134766,111.11100006103516,101.94999694824219,107.4000015258789,0.0,106.0719985961914
2013-06-19 23:59:59.999,105.75499725341797,110.2249984741211,107.05000305175781,108.25,0.0,107.98999786376953
2013-06-20 23:59:59.999,107.5,114.30000305175781,108.2509994506836,110.1500015258789,0.0,110.9000015258789
2013-06-21 23:59:59.999,107.68499755859375,114.98999786376953,111.29000091552734,109.5,0.0,111.33749771118164
2013-06-22 23:59:59.999,107.51399993896484,109.95600128173828,109.5,108.30000305175781,0.0,108.73500061035156
2013-06-23 23:59:59.999,106.23400115966797,108.80000305175781,108.19999694824219,107.5999984741211,0.0,107.51700210571289
