X_train_High,X_train_Low,X_train_Open,X_test_High,X_test_Low,X_test_Open,y_train,y_test
-0.4434795451483131,-0.45390656062133544,-0.4475325000585232,-0.8442404124568177,-0.8424682692759999,-0.8461559174535787,-0.44864560556030125,6223.525146484375
-0.4440529938242128,-0.45516180270779066,-0.4467755355150301,-0.8463799390144491,-0.8440516592828409,-0.8413421050425088,-0.4495420677610892,6191.9150390625
-0.445514795561924,-0.4553870075245745,-0.44872351066108823,-0.8527140112346692,-0.8465365908787389,-0.8513232277815804,-0.4504193074871434,6116.425048828125
-0.44509050919320264,-0.4548295302584233,-0.44821654872129035,-0.8532654153444753,-0.8574820429354517,-0.8472658530843531,-0.4499317568400129,6021.72998046875
-0.4450772524570081,-0.45663116879269383,-0.44796307040056593,-0.848018653631616,-0.8597526912040991,-0.8623145668352228,-0.450777543061842,6048.705078125
-0.44493140306940526,-0.45454525966621917,-0.44792139888465915,-0.8362975541724373,-0.8367130869683815,-0.8436628481116362,-0.4497133235056097,6339.864990234375
-0.44540540852122196,-0.4553168609308183,-0.4480394619983211,-0.8381754445335675,-0.8321431658168348,-0.832011217937093,-0.45032843736417894,6361.070068359375
-0.44412923649548225,-0.45597032219453737,-0.44861933981884494,-0.8237426946394852,-0.8311441875865336,-0.8338581718020447,-0.4499649608720037,6494.780029296875
-0.44645286770683085,-0.45613276575200234,-0.44957422949243525,-0.8244608395338197,-0.8224968194360118,-0.8210960009387555,-0.45126683890382796,6559.56005859375
-0.4446861104577194,-0.45600355056614605,-0.44925477347917053,-0.8186793505971638,-0.8223318489177374,-0.8237979593423783,-0.4502742656625989,6611.18994140625
-0.44508885020446864,-0.4563468925671301,-0.44886934772088927,-0.8199661660741929,-0.8164762278026866,-0.8209160394105822,-0.45064909992022406,6648.094970703125
-0.4468340633605542,-0.4564465748652763,-0.449886736720816,-0.8227606113522644,-0.8172737042053511,-0.8186159259370637,-0.4516163365052012,6617.244873046875
-0.4460948751348673,-0.4557303495255586,-0.4494249193647796,-0.813385421933975,-0.8144922715428244,-0.8168445178817293,-0.4508876329930851,6721.615234375
-0.4443566241677828,-0.45573404219277724,-0.44913671301468316,-0.8121250536398094,-0.8042201369960134,-0.8056867878858518,-0.4499729975676408,6816.945068359375
-0.4444209302127954,-0.4553020902619435,-0.44888323469395874,-0.8148407188806042,-0.8056592446793038,-0.8105678769809249,-0.449802441767581,6781.510009765625
-0.44412591851801425,-0.4537994986221115,-0.44720610055872373,-0.8189196774393196,-0.8302298347734448,-0.8126844850152927,-0.44893568920939025,6544.230224609375
-0.4424751792066485,-0.4530057413542002,-0.44681373131390767,-0.8374791424293262,-0.8296362976006688,-0.8367855287062919,-0.44768972940722906,6387.715087890625
-0.4432243087200082,-0.4546449363310057,-0.44603245794460655,-0.8402310251498384,-0.8414492270637465,-0.8328904536069192,-0.44886054583853835,6266.760009765625
-0.4444573925596961,-0.4541723763274855,-0.4475845881288194,-0.8452075595431008,-0.8380511316314678,-0.8424349261763677,-0.4492869333388465,6251.39501953125
-0.444802128395465,-0.464989581600827,-0.44780334106934633,-0.8459182363369664,-0.83683483818331,-0.8416990892458496,-0.4545888139781842,6255.205078125
-0.44810360954714284,-0.4614564539427219,-0.45391463709966384,-0.8398653409069553,-0.834138684875185,-0.8402120872495288,-0.4546569659037938,6329.98486328125
-0.44596228754135153,-0.4571775652405092,-0.45080343059552874,-0.8204140836489304,-0.8280206863250335,-0.8352371853565479,-0.4515027495181094,6549.3798828125
-0.4458462696036059,-0.4554719191538459,-0.4489908759548822,-0.783299196550374,-0.8081046130752337,-0.8126585251470756,-0.4506342477653805,7035.705078125
-0.44610481895148635,-0.45616599130693125,-0.44908463024273604,-0.7748037549824295,-0.7718044705096837,-0.7786896486191466,-0.4510990788819286,7407.730224609375
-0.4459026195837447,-0.45608846219541743,-0.44871309410669885,-0.7771341953866332,-0.7708919606104927,-0.7749792314502993,-0.4509557849186947,7394.9599609375
-0.4468307479120324,-0.45669762271923137,-0.44964714802233574,-0.7713722470436853,-0.7691996306127551,-0.7697157745293559,-0.45173341788168664,7458.96484375
-0.44541203941826546,-0.4563764282715201,-0.4499561848320364,-0.780401264737234,-0.7729038875474172,-0.7764827428855641,-0.4508334612915051,7350.025146484375
-0.44549490792868596,-0.45501781966973937,-0.44828252376465605,-0.7746335609033234,-0.7655130002577933,-0.7726425551879157,-0.4502340741850484,7460.885009765625
-0.44539215178502733,-0.45487752648222696,-0.4482547445201679,-0.7612047370865549,-0.7639740482554246,-0.7728248793234072,-0.45011349708594184,7590.300048828125
-0.4441159747013952,-0.4545378743317818,-0.4482026617482208,-0.7236712994549543,-0.7459305241479208,-0.7550164097264689,-0.44927994456005926,8064.884765625
-0.4431215525763496,-0.4530648127629801,-0.4467130308903445,-0.7240967565771539,-0.7227454486119445,-0.7158855243308622,-0.448058449483336,8251.614990234375
-0.4413117071411864,-0.45145884897446303,-0.44529632121154317,-0.7313726517234206,-0.735386262557001,-0.7278528507052442,-0.44634416684168826,8084.52001953125
-0.4408907336920405,-0.45137393171183204,-0.4447754722986757,-0.7329636378789445,-0.7377573793574985,-0.741215123827386,-0.44608204097420323,8051.2099609375
-0.4386234524608308,-0.45015561629756373,-0.44308098077169106,-0.7352526948993471,-0.7212594655219299,-0.7283125218900787,-0.44431009090835427,8166.809814453125
-0.44021784179205775,-0.4501629959986415,-0.4442060110325413,-0.732411672257825,-0.71940822878713,-0.7261433890613048,-0.4451541252691901,8206.719970703125
