Date,Price,Open,High,Low
2013-04-29,140.74400329589844,134.44400024414062,147.48800659179688,134.0
2013-04-30,140.48999786376953,144.0,146.92999267578125,134.0500030517578
2013-05-01,123.80500030517578,139.0,139.88999938964844,107.72000122070312
2013-05-02,108.94094848632812,116.37999725341797,125.5999984741211,92.28189849853516
2013-05-03,93.61399841308594,106.25,108.12799835205078,79.0999984741211
2013-05-04,103.75,98.0999984741211,115.0,92.5
2013-05-05,112.97150039672852,112.9000015258789,118.80000305175781,107.14299774169922
2013-05-06,115.6515007019043,115.9800033569336,124.66300201416016,106.63999938964844
2013-05-07,105.5719985961914,112.25,113.44400024414062,97.69999694824219
2013-05-08,112.68999862670898,109.5999984741211,115.77999877929688,109.5999984741211
2013-05-09,111.36000061035156,113.19999694824219,113.45999908447266,109.26000213623047
2013-05-10,116.7755012512207,112.79900360107422,122.0,111.5510025024414
2013-05-11,115.84450149536133,117.69999694824219,118.67900085449219,113.01000213623047
2013-05-12,115.44199752807617,115.63999938964844,117.4489974975586,113.43499755859375
2013-05-13,116.5994987487793,114.81999969482422,118.6989974975586,114.5
2013-05-14,115.0250015258789,117.9800033569336,119.80000305175781,110.25
2013-05-15,109.65499877929688,111.4000015258789,115.80999755859375,103.5
2013-05-16,115.47999954223633,114.22000122070312,118.76000213623047,112.19999694824219
2013-05-17,120.93550109863281,118.20999908447266,125.30000305175781,116.57099914550781
2013-05-18,123.7750015258789,123.5,125.25,122.30000305175781
2013-05-19,122.0354995727539,123.21099853515625,124.5,119.57099914550781
2013-05-20,121.87050247192383,122.5,123.62100219726562,120.12000274658203
2013-05-21,122.10499954223633,122.0199966430664,123.0,121.20999908447266
2013-05-22,123.0004997253418,122.88999938964844,124.0009994506836,122.0
2013-05-23,125.01699829101562,123.80000305175781,126.93399810791016,123.0999984741211
2013-05-24,129.78450393676758,126.30000305175781,133.85000610351562,125.71900177001953
2013-05-25,131.0594940185547,133.10000610351562,133.218994140625,128.89999389648438
2013-05-26,133.30750274658203,131.98599243164062,136.0,130.61500549316406
2013-05-27,130.0824966430664,133.5,135.46499633789062,124.69999694824219
2013-05-28,128.0900001525879,129.77000427246094,130.5800018310547,125.5999984741211
2013-05-29,130.1259994506836,129.0,132.58999633789062,127.66200256347656
2013-05-30,129.625,132.25,132.25,127.0
2013-05-31,128.14999771118164,128.7989959716797,129.89999389648438,126.4000015258789
2013-06-01,128.48949813842773,128.81500244140625,129.77999877929688,127.1989974975586
2013-06-02,122.2249984741211,129.3000030517578,129.39999389648438,115.05000305175781
2013-06-03,119.25,122.5,122.5,116.0
2013-06-04,121.46999740600586,120.73699951171875,123.83999633789062,119.0999984741211
2013-06-05,121.68400192260742,121.4000015258789,123.46900177001953,119.89900207519531
2013-06-06,120.17499923706055,121.9000015258789,123.0999984741211,117.25
2013-06-07,112.70999908447266,118.97000122070312,119.0,106.41999816894531
2013-06-08,109.35750198364258,111.0,111.41500091552734,107.30000305175781
2013-06-09,98.74499893188477,107.89199829101562,108.98999786376953,88.5
2013-06-10,102.55149841308594,100.43699645996094,110.10099792480469,95.00199890136719
2013-06-11,106.79999923706055,106.3499984741211,109.5999984741211,104.0
2013-06-12,109.26050186157227,109.0,111.78700256347656,106.73400115966797
2013-06-13,105.41500091552734,108.7760009765625,110.30000305175781,100.52999877929688
2013-06-14,101.3499984741211,103.9489974975586,104.69999694824219,98.0
2013-06-15,100.8499984741211,100.0,103.69999694824219,98.0
2013-06-16,100.27330017089844,99.80000305175781,101.5999984741211,98.94660186767578
2013-06-17,100.60499954223633,99.9000015258789,102.20999908447266,99.0
2013-06-18,106.0719985961914,101.94999694824219,111.11100006103516,101.03299713134766
2013-06-19,107.98999786376953,107.05000305175781,110.2249984741211,105.75499725341797
2013-06-20,110.9000015258789,108.2509994506836,114.30000305175781,107.5
2013-06-21,111.33749771118164,111.29000091552734,114.98999786376953,107.68499755859375
2013-06-22,108.73500061035156,109.5,109.95600128173828,107.51399993896484
2013-06-23,107.51700210571289,108.19999694824219,108.80000305175781,106.23400115966797
2013-06-24,104.65700149536133,107.9000015258789,108.33399963378906,100.9800033569336
2013-06-25,103.7400016784668,102.08999633789062,106.47000122070312,101.01000213623047
2013-06-26,104.14049911499023,103.3290023803711,105.48899841308594,102.79199981689453
2013-06-27,102.54999923706055,104.0,104.0,101.0999984741211
2013-06-28,97.03499984741211,101.73699951171875,101.73699951171875,92.33300018310547
2013-06-29,96.49499893188477,94.66000366210938,99.98999786376953,93.0
2013-06-30,96.17229843139648,94.9990005493164,98.12229919433594,94.22229766845703
2013-07-01,91.98105239868164,97.51000213623047,97.66490173339844,86.29720306396484
2013-07-02,89.90500259399414,88.05000305175781,92.30000305175781,87.51000213623047
2013-07-03,83.9802017211914,90.40499877929688,90.981201171875,76.97920227050781
2013-07-04,77.5525016784668,78.88999938964844,83.1050033569336,72.0
2013-07-05,72.76300048828125,79.98999786376953,80.0,65.5260009765625
2013-07-06,70.90999984741211,68.50499725341797,75.0,66.81999969482422
2013-07-07,70.59054946899414,68.7490005493164,74.56109619140625,66.62000274658203
2013-07-08,76.29999923706055,76.5,80.0,72.5999984741211
2013-07-09,75.40999984741211,76.0,78.30000305175781,72.5199966430664
2013-07-10,81.5999984741211,76.72000122070312,87.0,76.19999694824219
2013-07-11,87.67995071411133,88.0,90.27999877929688,85.07990264892578
2013-07-12,96.08300018310547,88.97899627685547,104.0,88.16600036621094
2013-07-13,93.15610122680664,93.98989868164062,98.25,88.06220245361328
2013-07-14,95.77999877929688,98.69999694824219,98.69999694824219,92.86000061035156
2013-07-15,97.50500106811523,93.6050033569336,101.9000015258789,93.11000061035156
2013-07-16,98.00194931030273,98.89029693603516,99.86229705810547,96.1416015625
2013-07-17,98.07500076293945,96.70999908447266,99.97000122070312,96.18000030517578
2013-07-18,92.5,98.5,98.80000305175781,86.19999694824219
2013-07-19,91.50005340576172,90.06890106201172,95.20010375976562,87.80000305175781
2013-07-20,91.18555068969727,92.0,93.0999984741211,89.27110290527344
2013-07-21,89.9749984741211,89.82140350341797,91.94999694824219,88.0
2013-07-22,91.03670120239258,91.99800109863281,91.99800109863281,90.07540130615234
2013-07-23,94.20964813232422,91.5999984741211,96.81929779052734,91.5999984741211
2013-07-24,94.49499893188477,95.55850219726562,95.98999786376953,93.0
2013-07-25,95.59785079956055,94.50499725341797,97.33000183105469,93.8656997680664
2013-07-26,96.73455047607422,96.94999694824219,97.46910095214844,96.0
2013-07-27,94.99750137329102,96.02010345458984,96.99500274658203,93.0
2013-07-28,97.28850173950195,94.4000015258789,100.5770034790039,94.0
2013-07-29,100.47750091552734,98.5999984741211,102.5,98.45500183105469
2013-07-30,104.22999954223633,101.48899841308594,107.98999786376953,100.47000122070312
2013-07-31,107.61199951171875,107.94999694824219,111.34400177001953,103.87999725341797
2013-08-01,105.50550079345703,106.21299743652344,108.0,103.01100158691406
2013-08-02,104.60549926757812,104.85600280761719,108.0,101.21099853515625
2013-08-03,103.89099884033203,104.5009994506836,105.77999877929688,102.00199890136719
2013-08-04,104.73649978637695,104.94999694824219,105.94999694824219,103.52300262451172
2013-08-05,106.3849983215332,105.12000274658203,107.7699966430664,105.0
2013-08-06,106.46950149536133,106.72000122070312,107.38200378417969,105.55699920654297
2013-08-07,106.75,106.75,106.75,106.75
2013-08-08,104.00500106811523,106.75,106.75,101.26000213623047
2013-08-09,103.84249877929688,103.06999969482422,105.75,101.93499755859375
2013-08-10,103.15500259399414,102.80000305175781,103.9000015258789,102.41000366210938
2013-08-11,103.97249984741211,103.0,105.19000244140625,102.75499725341797
2013-08-12,105.75,105.0,108.0,103.5
2013-08-13,107.0,106.98999786376953,109.3499984741211,104.6500015258789
2013-08-14,111.49800109863281,109.55500030517578,114.99500274658203,108.0009994506836
2013-08-15,111.12250137329102,112.56199645996094,113.24500274658203,109.0
2013-08-16,110.40850067138672,109.99500274658203,112.30000305175781,108.51699829101562
2013-08-17,110.98749923706055,108.99400329589844,113.75,108.2249984741211
2013-08-18,113.34400177001953,112.75,114.68800354003906,112.0
