,Price,Open,High,Low
2015-07-16,283.2115020751953,286.0419921875,291.1830139160156,275.239990234375
2015-07-17,276.1614990234375,278.09100341796875,280.2799987792969,272.0429992675781
2015-07-18,278.30101013183594,279.3309936523437,282.5270080566406,274.07501220703125
2015-07-19,274.0915069580078,274.7669982910156,275.6700134277344,272.51300048828125
2015-07-20,275.9704895019531,273.4989929199219,278.9809875488281,272.9599914550781
2015-07-21,277.9830017089844,278.8819885253906,280.5469970703125,275.41900634765625
2015-07-22,276.02349853515625,275.6570129394531,277.6659851074219,274.3810119628906
2015-07-23,276.9134979248047,277.34100341796875,278.1109924316406,275.71600341796875
2015-07-24,282.2534942626953,276.0050048828125,289.25299072265625,275.2539978027344
2015-07-25,288.3675079345703,288.1640014648437,290.7330017089844,286.00201416015625
2015-07-26,290.3789978027344,288.6400146484375,293.052001953125,287.7059936523437
2015-07-27,292.61199951171875,292.6390075683594,297.77398681640625,287.45001220703125
2015-07-28,295.03599548339844,293.63299560546875,296.64898681640625,293.4230041503906
2015-07-29,291.65650939941406,294.4840087890625,294.5360107421875,288.7770080566406
2015-07-30,288.3470001220703,289.1029968261719,290.1260070800781,286.5679931640625
2015-07-31,285.6515045166016,287.6960144042969,288.9590148925781,282.343994140625
2015-08-01,281.5220031738281,284.6860046386719,284.9320068359375,278.11199951171875
2015-08-02,280.28050231933594,280.4490051269531,283.0320129394531,277.52899169921875
2015-08-03,282.8520050048828,282.8059997558594,285.47100830078125,280.2330017089844
2015-08-04,283.4700012207031,281.2250061035156,285.7149963378906,281.2250061035156
2015-08-05,283.4945068359375,284.84698486328125,285.5010070800781,281.4880065917969
2015-08-06,280.1545104980469,281.906005859375,281.906005859375,278.40301513671875
2015-08-07,278.3789978027344,278.7409973144531,280.3919982910156,276.3659973144531
2015-08-08,270.3190002441406,279.74200439453125,279.9280090332031,260.7099914550781
2015-08-09,263.7354888916016,261.1159973144531,267.00299072265625,260.4679870605469
2015-08-10,264.8140106201172,265.4779968261719,267.0320129394531,262.59600830078125
2015-08-11,267.239990234375,264.3420104980469,270.385986328125,264.093994140625
2015-08-12,268.0709991455078,270.5979919433594,270.6730041503906,265.468994140625
2015-08-13,264.5364990234375,266.1830139160156,266.23199462890625,262.84100341796875
2015-08-14,264.4720001220703,264.1319885253906,267.46600341796875,261.4779968261719
2015-08-15,263.9814910888672,265.52899169921875,266.6669921875,261.2959899902344
2015-08-16,259.74049377441406,261.8659973144531,262.44000244140625,257.0409851074219
2015-08-17,258.8110046386719,258.489990234375,260.5050048828125,257.11700439453125
2015-08-18,234.53600311279297,257.9259948730469,257.9930114746094,211.07899475097656
2015-08-19,230.0875015258789,225.67100524902344,237.40899658203125,222.76600646972656
2015-08-20,232.1320037841797,226.8990020751953,237.3650054931641,226.8990020751953
2015-08-21,234.0780029296875,235.35499572753903,236.4320068359375,231.7239990234375
2015-08-22,228.8304977416992,232.66200256347656,234.95700073242188,222.70399475097656
2015-08-23,229.1425018310547,230.37600708007807,232.7050018310547,225.5800018310547
2015-08-24,219.2910003662109,228.11199951171875,228.13900756835935,210.4429931640625
2015-08-25,212.94400024414065,210.0679931640625,226.3209991455078,199.56700134277344
2015-08-26,225.6934967041016,222.0760040283203,231.18299865722656,220.20399475097656
2015-08-27,226.1635055541992,226.0500030517578,228.64300537109372,223.6840057373047
2015-08-28,228.07249450683597,224.7010040283203,235.218994140625,220.92599487304688
2015-08-29,230.2760009765625,231.5489959716797,233.2220001220703,227.3300018310547
2015-08-30,229.1574935913086,229.8950042724609,232.0679931640625,226.2469940185547
2015-08-31,228.93549346923828,229.11399841308597,231.95599365234372,225.9149932861328
2015-09-01,229.03800201416016,230.2559967041016,231.21600341796875,226.8600006103516
