,Price,Open,High,Low
2015-03-11,55.91,55.91,55.91,55.91
2015-03-12,55.54,55.54,55.54,55.54
2015-03-13,54.36,54.36,54.36,54.36
2015-03-14,,,,
2015-03-15,,,,
2015-03-16,53.94,53.94,53.94,53.94
2015-03-17,53.59,53.59,53.59,53.59
2015-03-18,54.57,54.57,54.57,54.57
2015-03-19,53.87,53.87,53.87,53.87
2015-03-20,54.32,54.32,54.32,54.32
2015-03-21,,,,
2015-03-22,,,,
2015-03-23,54.47,54.47,54.47,54.47
2015-03-24,54.33,54.33,54.33,54.33
2015-03-25,54.58,54.58,54.58,54.58
2015-03-26,55.03,55.03,55.03,55.03
2015-03-27,54.69,54.69,54.69,54.69
2015-03-28,,,,
2015-03-29,,,,
2015-03-30,54.64,54.64,54.64,54.64
2015-03-31,54.66,54.66,54.66,54.66
2015-04-01,55.47,55.47,55.47,55.47
2015-04-02,54.83,54.83,54.83,54.83
2015-04-03,54.83,54.83,54.83,54.83
2015-04-04,,,,
2015-04-05,,,,
2015-04-06,56.24,56.24,56.24,56.24
2015-04-07,57.0,57.0,57.0,57.0
2015-04-08,54.03,54.03,54.03,54.03
2015-04-09,54.92,54.92,54.92,54.92
2015-04-10,55.99,55.99,55.99,55.99
2015-04-11,,,,
2015-04-12,,,,
2015-04-13,56.27,56.27,56.27,56.27
2015-04-14,56.92,56.92,56.92,56.92
2015-04-15,58.8,58.8,58.8,58.8
2015-04-16,58.74,58.74,58.74,58.74
2015-04-17,58.43,58.43,58.43,58.43
2015-04-18,,,,
2015-04-19,,,,
2015-04-20,58.42,58.42,58.42,58.42
2015-04-21,57.73,57.73,57.73,57.73
2015-04-22,57.95,57.95,57.95,57.95
2015-04-23,58.39,58.39,58.39,58.39
2015-04-24,58.44,58.44,58.44,58.44
2015-04-25,,,,
2015-04-26,,,,
2015-04-27,58.46,58.46,58.46,58.46
2015-04-28,58.44,58.44,58.44,58.44
2015-04-29,58.51,58.51,58.51,58.51
2015-04-30,58.55,58.55,58.55,58.55
2015-05-01,64.24,64.24,64.24,64.24
2015-05-02,,,,
2015-05-03,,,,
2015-05-04,64.14,64.14,64.14,64.14
2015-05-05,65.13,65.13,65.13,65.13
2015-05-06,65.64,65.64,65.64,65.64
2015-05-07,63.9,63.9,63.9,63.9
2015-05-08,63.97,63.97,63.97,63.97
2015-05-09,,,,
2015-05-10,,,,
2015-05-11,63.72,63.72,63.72,63.72
2015-05-12,64.95,64.95,64.95,64.95
2015-05-13,64.91,64.91,64.91,64.91
2015-05-14,64.65,64.65,64.65,64.65
2015-05-15,64.58,64.58,64.58,64.58
2015-05-16,,,,
2015-05-17,,,,
2015-05-18,64.3,64.3,64.3,64.3
2015-05-19,63.09,63.09,63.09,63.09
2015-05-20,63.65,63.65,63.65,63.65
2015-05-21,64.08,64.08,64.08,64.08
2015-05-22,63.69,63.69,63.69,63.69
2015-05-23,,,,
2015-05-24,,,,
2015-05-25,,,,
2015-05-26,63.5,63.5,63.5,63.5
2015-05-27,63.38,63.38,63.38,63.38
2015-05-28,63.5,63.5,63.5,63.5
2015-05-29,63.56,63.56,63.56,63.56
2015-05-30,,,,
2015-05-31,,,,
2015-06-01,63.07,63.07,63.07,63.07
2015-06-02,63.73,63.73,63.73,63.73
2015-06-03,62.23,62.23,62.23,62.23
2015-06-04,60.59,60.59,60.59,60.59
2015-06-05,61.65,61.65,61.65,61.65
2015-06-06,,,,
2015-06-07,,,,
2015-06-08,61.01,61.01,61.01,61.01
2015-06-09,62.46,62.46,62.46,62.46
2015-06-10,63.16,63.16,63.16,63.16
2015-06-11,63.06,63.06,63.06,63.06
2015-06-12,62.43,62.43,62.43,62.43
2015-06-13,,,,
2015-06-14,,,,
2015-06-15,62.02,62.02,62.02,62.02
2015-06-16,61.72,61.72,61.72,61.72
2015-06-17,61.93,61.93,61.93,61.93
2015-06-18,62.09,62.09,62.09,62.09
2015-06-19,61.55,61.55,61.55,61.55
2015-06-20,,,,
2015-06-21,,,,
2015-06-22,61.7,61.7,61.7,61.7
2015-06-23,62.01,62.01,62.01,62.01
2015-06-24,61.89,61.89,61.89,61.89
2015-06-25,61.88,61.88,61.88,61.88
2015-06-26,61.91,61.91,61.91,61.91
2015-06-27,,,,
2015-06-28,,,,
2015-06-29,61.76,61.76,61.76,61.76
2015-06-30,61.79,61.79,61.79,61.79
2015-07-01,61.24,61.24,61.24,61.24
2015-07-02,61.15,61.15,61.15,61.15
2015-07-03,,,,
2015-07-04,,,,
2015-07-05,,,,
2015-07-06,56.35,56.35,56.35,56.35
2015-07-07,56.82,56.82,56.82,56.82
2015-07-08,57.23,57.23,57.23,57.23
2015-07-09,58.26,58.26,58.26,58.26
2015-07-10,58.4,58.4,58.4,58.4
2015-07-11,,,,
2015-07-12,,,,
2015-07-13,57.9,57.9,57.9,57.9
2015-07-14,58.01,58.01,58.01,58.01
2015-07-15,56.97,56.97,56.97,56.97
2015-07-16,56.84,56.84,56.84,56.84
2015-07-17,56.96,56.96,56.96,56.96
2015-07-18,,,,
2015-07-19,,,,
2015-07-20,56.7,56.7,56.7,56.7
2015-07-21,56.84,56.84,56.84,56.84
2015-07-22,56.59,56.59,56.59,56.59
2015-07-23,56.37,56.37,56.37,56.37
2015-07-24,56.26,56.26,56.26,56.26
2015-07-25,,,,
2015-07-26,,,,
2015-07-27,56.08,56.08,56.08,56.08
2015-07-28,56.11,56.11,56.11,56.11
2015-07-29,56.12,56.12,56.12,56.12
2015-07-30,56.17,56.17,56.17,56.17
2015-07-31,,,,
2015-08-01,,,,
2015-08-02,,,,
2015-08-03,49.52,49.52,49.52,49.52
2015-08-04,50.09,50.09,50.09,50.09
2015-08-05,49.95,49.95,49.95,49.95
2015-08-06,49.93,49.93,49.93,49.93
2015-08-07,49.76,49.76,49.76,49.76
2015-08-08,,,,
2015-08-09,,,,
2015-08-10,50.65,50.65,50.65,50.65
2015-08-11,49.57,49.57,49.57,49.57
2015-08-12,50.26,50.26,50.26,50.26
2015-08-13,49.84,49.84,49.84,49.84
2015-08-14,49.6,49.6,49.6,49.6
2015-08-15,,,,
2015-08-16,,,,
2015-08-17,49.3,49.3,49.3,49.3
2015-08-18,49.12,49.12,49.12,49.12
2015-08-19,48.38,48.38,48.38,48.38
2015-08-20,48.21,48.21,48.21,48.21
2015-08-21,47.69,47.69,47.69,47.69
2015-08-22,,,,
2015-08-23,,,,
2015-08-24,46.86,46.86,46.86,46.86
2015-08-25,47.05,47.05,47.05,47.05
2015-08-26,47.08,47.08,47.08,47.08
2015-08-27,47.62,47.62,47.62,47.62
2015-08-28,47.75,47.75,47.75,47.75
2015-08-29,,,,
2015-08-30,,,,
2015-08-31,52.71,52.71,52.71,52.71
2015-09-01,47.59,47.59,47.59,47.59
2015-09-02,48.26,48.26,48.26,48.26
2015-09-03,48.55,48.55,48.55,48.55
2015-09-04,47.58,47.58,47.58,47.58
2015-09-05,,,,
2015-09-06,,,,
2015-09-07,,,,
2015-09-08,47.34,47.34,47.34,47.34
2015-09-09,46.07,46.07,46.07,46.07
2015-09-10,47.02,47.02,47.02,47.02
2015-09-11,46.52,46.52,46.52,46.52
2015-09-12,,,,
2015-09-13,,,,
2015-09-14,45.56,45.56,45.56,45.56
2015-09-15,45.46,45.46,45.46,45.46
2015-09-16,45.89,45.89,45.89,45.89
2015-09-17,45.68,45.68,45.68,45.68
2015-09-18,45.14,45.14,45.14,45.14
2015-09-19,,,,
2015-09-20,,,,
2015-09-21,45.69,45.69,45.69,45.69
2015-09-22,45.7,45.7,45.7,45.7
2015-09-23,45.38,45.38,45.38,45.38
2015-09-24,45.47,45.47,45.47,45.47
2015-09-25,45.48,45.48,45.48,45.48
2015-09-26,,,,
2015-09-27,,,,
2015-09-28,45.34,45.34,45.34,45.34
2015-09-29,45.39,45.39,45.39,45.39
2015-09-30,45.38,45.38,45.38,45.38
2015-10-01,45.75,45.75,45.75,45.75
2015-10-02,45.34,45.34,45.34,45.34
2015-10-03,,,,
2015-10-04,,,,
2015-10-05,46.44,46.44,46.44,46.44
2015-10-06,48.69,48.69,48.69,48.69
2015-10-07,48.06,48.06,48.06,48.06
2015-10-08,49.22,49.22,49.22,49.22
2015-10-09,48.77,48.77,48.77,48.77
2015-10-10,,,,
2015-10-11,,,,
2015-10-12,47.15,47.15,47.15,47.15
2015-10-13,46.86,46.86,46.86,46.86
2015-10-14,46.83,46.83,46.83,46.83
2015-10-15,46.92,46.92,46.92,46.92
2015-10-16,47.14,47.14,47.14,47.14
2015-10-17,,,,
2015-10-18,,,,
2015-10-19,46.23,46.23,46.23,46.23
2015-10-20,46.07,46.07,46.07,46.07
2015-10-21,45.92,45.92,45.92,45.92
2015-10-22,45.93,45.93,45.93,45.93
2015-10-23,45.9,45.9,45.9,45.9
2015-10-24,,,,
2015-10-25,,,,
2015-10-26,45.79,45.79,45.79,45.79
2015-10-27,45.7,45.7,45.7,45.7
2015-10-28,45.96,45.96,45.96,45.96
2015-10-29,45.92,45.92,45.92,45.92
2015-10-30,45.84,45.84,45.84,45.84
2015-10-31,,,,
2015-11-01,,,,
2015-11-02,45.5,45.5,45.5,45.5
2015-11-03,47.02,47.02,47.02,47.02
2015-11-04,45.28,45.28,45.28,45.28
2015-11-05,44.7,44.7,44.7,44.7
2015-11-06,44.4,44.4,44.4,44.4
2015-11-07,,,,
2015-11-08,,,,
2015-11-09,44.16,44.16,44.16,44.16
2015-11-10,44.33,44.33,44.33,44.33
2015-11-11,43.32,43.32,43.32,43.32
2015-11-12,42.55,42.55,42.55,42.55
2015-11-13,42.11,42.11,42.11,42.11
2015-11-14,,,,
2015-11-15,,,,
2015-11-16,41.72,41.72,41.72,41.72
2015-11-17,41.3,41.3,41.3,41.3
2015-11-18,41.55,41.55,41.55,41.55
2015-11-19,41.65,41.65,41.65,41.65
2015-11-20,41.78,41.78,41.78,41.78
2015-11-21,,,,
2015-11-22,,,,
2015-11-23,41.71,41.71,41.71,41.71
2015-11-24,41.94,41.94,41.94,41.94
2015-11-25,41.93,41.93,41.93,41.93
2015-11-26,,,,
2015-11-27,41.7,41.7,41.7,41.7
2015-11-28,,,,
2015-11-29,,,,
2015-11-30,41.69,41.69,41.69,41.69
2015-12-01,40.47,40.47,40.47,40.47
2015-12-02,38.58,38.58,38.58,38.58
2015-12-03,39.83,39.83,39.83,39.83
2015-12-04,38.93,38.93,38.93,38.93
2015-12-05,,,,
2015-12-06,,,,
2015-12-07,36.68,36.68,36.68,36.68
2015-12-08,36.31,36.31,36.31,36.31
2015-12-09,36.21,36.21,36.21,36.21
2015-12-10,36.22,36.22,36.22,36.22
2015-12-11,35.43,35.43,35.43,35.43
2015-12-12,,,,
2015-12-13,,,,
2015-12-14,35.33,35.33,35.33,35.33
2015-12-15,35.33,35.33,35.33,35.33
2015-12-16,34.83,34.83,34.83,34.83
2015-12-17,34.65,34.65,34.65,34.65
2015-12-18,34.59,34.59,34.59,34.59
2015-12-19,,,,
2015-12-20,,,,
2015-12-21,34.32,34.32,34.32,34.32
2015-12-22,34.38,34.38,34.38,34.38
2015-12-23,34.61,34.61,34.61,34.61
2015-12-24,34.73,34.73,34.73,34.73
2015-12-25,,,,
2015-12-26,,,,
2015-12-27,,,,
2015-12-28,34.58,34.58,34.58,34.58
2015-12-29,34.66,34.66,34.66,34.66
2015-12-30,34.57,34.57,34.57,34.57
2015-12-31,34.59,34.59,34.59,34.59
2016-01-01,,,,
2016-01-02,,,,
2016-01-03,,,,
2016-01-04,32.1,32.1,32.1,32.1
2016-01-05,30.85,30.85,30.85,30.85
2016-01-06,28.99,28.99,28.99,28.99
2016-01-07,29.0,29.0,29.0,29.0
2016-01-08,29.16,29.16,29.16,29.16
2016-01-09,,,,
2016-01-10,,,,
2016-01-11,27.86,27.86,27.86,27.86
2016-01-12,27.33,27.33,27.33,27.33
2016-01-13,27.02,27.02,27.02,27.02
2016-01-14,27.25,27.25,27.25,27.25
2016-01-15,26.35,26.35,26.35,26.35
2016-01-16,,,,
2016-01-17,,,,
2016-01-18,,,,
2016-01-19,26.08,26.08,26.08,26.08
2016-01-20,25.57,25.57,25.57,25.57
2016-01-21,26.02,26.02,26.02,26.02
2016-01-22,26.72,26.72,26.72,26.72
2016-01-23,,,,
2016-01-24,,,,
2016-01-25,26.38,26.38,26.38,26.38
2016-01-26,26.6,26.6,26.6,26.6
2016-01-27,26.71,26.71,26.71,26.71
2016-01-28,26.79,26.79,26.79,26.79
2016-01-29,26.81,26.81,26.81,26.81
2016-01-30,,,,
2016-01-31,,,,
2016-02-01,29.95,29.95,29.95,29.95
2016-02-02,28.48,28.48,28.48,28.48
2016-02-03,30.93,30.93,30.93,30.93
2016-02-04,30.4,30.4,30.4,30.4
2016-02-05,30.07,30.07,30.07,30.07
2016-02-06,,,,
2016-02-07,,,,
2016-02-08,30.07,30.07,30.07,30.07
2016-02-09,30.07,30.07,30.07,30.07
2016-02-10,27.47,27.47,27.47,27.47
2016-02-11,26.91,26.91,26.91,26.91
2016-02-12,28.94,28.94,28.94,28.94
2016-02-13,,,,
2016-02-14,,,,
2016-02-15,,,,
2016-02-16,28.51,28.51,28.51,28.51
2016-02-17,29.57,29.57,29.57,29.57
2016-02-18,29.55,29.55,29.55,29.55
2016-02-19,29.18,29.18,29.18,29.18
2016-02-20,,,,
2016-02-21,,,,
2016-02-22,29.56,29.56,29.56,29.56
2016-02-23,29.3,29.3,29.3,29.3
2016-02-24,29.35,29.35,29.35,29.35
2016-02-25,29.26,29.26,29.26,29.26
2016-02-26,29.36,29.36,29.36,29.36
2016-02-27,,,,
2016-02-28,,,,
2016-02-29,29.3,29.3,29.3,29.3
2016-03-01,32.17,32.17,32.17,32.17
2016-03-02,32.1,32.1,32.1,32.1
2016-03-03,32.3,32.3,32.3,32.3
2016-03-04,33.65,33.65,33.65,33.65
2016-03-05,,,,
2016-03-06,,,,
2016-03-07,35.37,35.37,35.37,35.37
2016-03-08,34.37,34.37,34.37,34.37
2016-03-09,35.26,35.26,35.26,35.26
2016-03-10,34.6,34.6,34.6,34.6
2016-03-11,34.99,34.99,34.99,34.99
2016-03-12,,,,
2016-03-13,,,,
2016-03-14,34.51,34.51,34.51,34.51
2016-03-15,34.17,34.17,34.17,34.17
2016-03-16,35.03,35.03,35.03,35.03
2016-03-17,35.61,35.61,35.61,35.61
2016-03-18,35.56,35.56,35.56,35.56
2016-03-19,,,,
2016-03-20,,,,
2016-03-21,35.68,35.68,35.68,35.68
2016-03-22,35.77,35.77,35.77,35.77
2016-03-23,35.31,35.31,35.31,35.31
2016-03-24,35.23,35.23,35.23,35.23
2016-03-25,,,,
2016-03-26,,,,
2016-03-27,,,,
2016-03-28,35.22,35.22,35.22,35.22
2016-03-29,35.11,35.11,35.11,35.11
2016-03-30,35.18,35.18,35.18,35.18
2016-03-31,35.14,35.14,35.14,35.14
2016-04-01,34.74,34.74,34.74,34.74
2016-04-02,,,,
2016-04-03,,,,
2016-04-04,34.05,34.05,34.05,34.05
2016-04-05,34.15,34.15,34.15,34.15
2016-04-06,35.73,35.73,35.73,35.73
2016-04-07,35.39,35.39,35.39,35.39
2016-04-08,37.14,37.14,37.14,37.14
2016-04-09,,,,
2016-04-10,,,,
2016-04-11,37.73,37.73,37.73,37.73
2016-04-12,39.03,39.03,39.03,39.03
2016-04-13,38.64,38.64,38.64,38.64
2016-04-14,38.49,38.49,38.49,38.49
2016-04-15,38.04,38.04,38.04,38.04
2016-04-16,,,,
2016-04-17,,,,
2016-04-18,37.94,37.94,37.94,37.94
2016-04-19,38.32,38.32,38.32,38.32
2016-04-20,38.93,38.93,38.93,38.93
2016-04-21,38.57,38.57,38.57,38.57
2016-04-22,38.76,38.76,38.76,38.76
2016-04-23,,,,
2016-04-24,,,,
2016-04-25,38.63,38.63,38.63,38.63
2016-04-26,38.8,38.8,38.8,38.8
2016-04-27,38.97,38.97,38.97,38.97
2016-04-28,39.0,39.0,39.0,39.0
2016-04-29,39.03,39.03,39.03,39.03
2016-04-30,,,,
2016-05-01,,,,
2016-05-02,42.45,42.45,42.45,42.45
2016-05-03,41.88,41.88,41.88,41.88
2016-05-04,41.8,41.8,41.8,41.8
2016-05-05,41.92,41.92,41.92,41.92
2016-05-06,42.28,42.28,42.28,42.28
2016-05-07,,,,
2016-05-08,,,,
2016-05-09,40.97,40.97,40.97,40.97
2016-05-10,42.35,42.35,42.35,42.35
2016-05-11,43.67,43.67,43.67,43.67
2016-05-12,43.98,43.98,43.98,43.98
2016-05-13,43.7,43.7,43.7,43.7
2016-05-14,,,,
2016-05-15,,,,
2016-05-16,44.27,44.27,44.27,44.27
2016-05-17,44.48,44.48,44.48,44.48
2016-05-18,44.32,44.32,44.32,44.32
2016-05-19,44.33,44.33,44.33,44.33
2016-05-20,44.28,44.28,44.28,44.28
2016-05-21,,,,
2016-05-22,,,,
2016-05-23,44.16,44.16,44.16,44.16
2016-05-24,44.21,44.21,44.21,44.21
2016-05-25,44.39,44.39,44.39,44.39
2016-05-26,44.34,44.34,44.34,44.34
2016-05-27,44.31,44.31,44.31,44.31
2016-05-28,,,,
2016-05-29,,,,
2016-05-30,,,,
2016-05-31,44.27,44.27,44.27,44.27
2016-06-01,45.96,45.96,45.96,45.96
2016-06-02,46.36,46.36,46.36,46.36
2016-06-03,46.03,46.03,46.03,46.03
2016-06-04,,,,
2016-06-05,,,,
2016-06-06,46.54,46.54,46.54,46.54
2016-06-07,47.29,47.29,47.29,47.29
2016-06-08,48.2,48.2,48.2,48.2
2016-06-09,47.9,47.9,47.9,47.9
2016-06-10,46.96,46.96,46.96,46.96
2016-06-11,,,,
2016-06-12,,,,
2016-06-13,46.93,46.93,46.93,46.93
2016-06-14,46.64,46.64,46.64,46.64
2016-06-15,46.2,46.2,46.2,46.2
2016-06-16,45.37,45.37,45.37,45.37
2016-06-17,46.14,46.14,46.14,46.14
2016-06-18,,,,
2016-06-19,,,,
2016-06-20,46.69,46.69,46.69,46.69
2016-06-21,46.61,46.61,46.61,46.61
2016-06-22,46.38,46.38,46.38,46.38
2016-06-23,46.63,46.63,46.63,46.63
2016-06-24,46.16,46.16,46.16,46.16
2016-06-25,,,,
2016-06-26,,,,
2016-06-27,46.03,46.03,46.03,46.03
2016-06-28,46.19,46.19,46.19,46.19
2016-06-29,46.31,46.31,46.31,46.31
2016-06-30,46.26,46.26,46.26,46.26
2016-07-01,45.77,45.77,45.77,45.77
2016-07-02,,,,
2016-07-03,,,,
2016-07-04,,,,
2016-07-05,44.02,44.02,44.02,44.02
2016-07-06,44.73,44.73,44.73,44.73
2016-07-07,42.73,42.73,42.73,42.73
2016-07-08,43.14,43.14,43.14,43.14
2016-07-09,,,,
2016-07-10,,,,
2016-07-11,42.84,42.84,42.84,42.84
2016-07-12,44.29,44.29,44.29,44.29
2016-07-13,42.82,42.82,42.82,42.82
2016-07-14,43.52,43.52,43.52,43.52
2016-07-15,43.67,43.67,43.67,43.67
2016-07-16,,,,
2016-07-17,,,,
2016-07-18,43.18,43.18,43.18,43.18
2016-07-19,43.06,43.06,43.06,43.06
2016-07-20,43.27,43.27,43.27,43.27
2016-07-21,43.18,43.18,43.18,43.18
2016-07-22,42.77,42.77,42.77,42.77
2016-07-23,,,,
2016-07-24,,,,
2016-07-25,42.59,42.59,42.59,42.59
2016-07-26,42.56,42.56,42.56,42.56
2016-07-27,42.51,42.51,42.51,42.51
2016-07-28,42.51,42.51,42.51,42.51
2016-07-29,,,,
2016-07-30,,,,
2016-07-31,,,,
2016-08-01,38.92,38.92,38.92,38.92
2016-08-02,38.68,38.68,38.68,38.68
2016-08-03,39.76,39.76,39.76,39.76
2016-08-04,40.86,40.86,40.86,40.86
2016-08-05,40.72,40.72,40.72,40.72
2016-08-06,,,,
2016-08-07,,,,
2016-08-08,41.62,41.62,41.62,41.62
2016-08-09,41.17,41.17,41.17,41.17
2016-08-10,40.7,40.7,40.7,40.7
2016-08-11,41.97,41.97,41.97,41.97
2016-08-12,42.52,42.52,42.52,42.52
2016-08-13,,,,
2016-08-14,,,,
2016-08-15,43.27,43.27,43.27,43.27
2016-08-16,43.84,43.84,43.84,43.84
2016-08-17,44.16,44.16,44.16,44.16
2016-08-18,44.5,44.5,44.5,44.5
2016-08-19,44.45,44.45,44.45,44.45
2016-08-20,,,,
2016-08-21,,,,
2016-08-22,43.81,43.81,43.81,43.81
2016-08-23,43.96,43.96,43.96,43.96
2016-08-24,43.7,43.7,43.7,43.7
2016-08-25,43.82,43.82,43.82,43.82
2016-08-26,43.84,43.84,43.84,43.84
2016-08-27,,,,
2016-08-28,,,,
2016-08-29,43.74,43.74,43.74,43.74
2016-08-30,43.72,43.72,43.72,43.72
2016-08-31,43.7,43.7,43.7,43.7
2016-09-01,41.89,41.89,41.89,41.89
2016-09-02,43.17,43.17,43.17,43.17
2016-09-03,,,,
2016-09-04,,,,
2016-09-05,,,,
2016-09-06,43.53,43.53,43.53,43.53
2016-09-07,44.12,44.12,44.12,44.12
2016-09-08,45.43,45.43,45.43,45.43
2016-09-09,44.11,44.11,44.11,44.11
2016-09-10,,,,
2016-09-11,,,,
2016-09-12,44.89,44.89,44.89,44.89
2016-09-13,43.57,43.57,43.57,43.57
2016-09-14,42.86,42.86,42.86,42.86
2016-09-15,43.29,43.29,43.29,43.29
2016-09-16,42.93,42.93,42.93,42.93
2016-09-17,,,,
2016-09-18,,,,
2016-09-19,43.01,43.01,43.01,43.01
2016-09-20,42.98,42.98,42.98,42.98
2016-09-21,43.33,43.33,43.33,43.33
2016-09-22,43.59,43.59,43.59,43.59
2016-09-23,43.14,43.14,43.14,43.14
2016-09-24,,,,
2016-09-25,,,,
2016-09-26,43.4,43.4,43.4,43.4
2016-09-27,43.14,43.14,43.14,43.14
2016-09-28,43.39,43.39,43.39,43.39
2016-09-29,43.4,43.4,43.4,43.4
2016-09-30,,,,
2016-10-01,,,,
2016-10-02,,,,
2016-10-03,48.01,48.01,48.01,48.01
2016-10-04,48.15,48.15,48.15,48.15
2016-10-05,48.95,48.95,48.95,48.95
2016-10-06,49.42,49.42,49.42,49.42
2016-10-07,49.07,49.07,49.07,49.07
2016-10-08,,,,
2016-10-09,,,,
2016-10-10,49.93,49.93,49.93,49.93
2016-10-11,49.49,49.49,49.49,49.49
2016-10-12,49.1,49.1,49.1,49.1
2016-10-13,49.28,49.28,49.28,49.28
2016-10-14,49.37,49.37,49.37,49.37
2016-10-15,,,,
2016-10-16,,,,
2016-10-17,49.08,49.08,49.08,49.08
2016-10-18,49.06,49.06,49.06,49.06
2016-10-19,49.51,49.51,49.51,49.51
2016-10-20,49.08,49.08,49.08,49.08
2016-10-21,49.25,49.25,49.25,49.25
2016-10-22,,,,
2016-10-23,,,,
2016-10-24,49.19,49.19,49.19,49.19
2016-10-25,49.05,49.05,49.05,49.05
2016-10-26,48.96,48.96,48.96,48.96
2016-10-27,49.06,49.06,49.06,49.06
2016-10-28,49.03,49.03,49.03,49.03
2016-10-29,,,,
2016-10-30,,,,
2016-10-31,44.92,44.92,44.92,44.92
2016-11-01,44.68,44.68,44.68,44.68
2016-11-02,43.62,43.62,43.62,43.62
2016-11-03,43.13,43.13,43.13,43.13
2016-11-04,42.55,42.55,42.55,42.55
2016-11-05,,,,
2016-11-06,,,,
2016-11-07,43.04,43.04,43.04,43.04
2016-11-08,42.97,42.97,42.97,42.97
2016-11-09,43.38,43.38,43.38,43.38
2016-11-10,43.04,43.04,43.04,43.04
2016-11-11,42.45,42.45,42.45,42.45
2016-11-12,,,,
2016-11-13,,,,
2016-11-14,42.33,42.33,42.33,42.33
2016-11-15,43.55,43.55,43.55,43.55
2016-11-16,43.37,43.37,43.37,43.37
2016-11-17,43.3,43.3,43.3,43.3
2016-11-18,43.48,43.48,43.48,43.48
2016-11-19,,,,
2016-11-20,,,,
2016-11-21,44.15,44.15,44.15,44.15
2016-11-22,44.19,44.19,44.19,44.19
2016-11-23,44.15,44.15,44.15,44.15
2016-11-24,,,,
2016-11-25,43.95,43.95,43.95,43.95
2016-11-26,,,,
2016-11-27,,,,
2016-11-28,44.02,44.02,44.02,44.02
2016-11-29,43.88,43.88,43.88,43.88
2016-11-30,43.87,43.87,43.87,43.87
2016-12-01,50.86,50.86,50.86,50.86
2016-12-02,51.03,51.03,51.03,51.03
2016-12-03,,,,
2016-12-04,,,,
2016-12-05,51.51,51.51,51.51,51.51
2016-12-06,51.03,51.03,51.03,51.03
2016-12-07,50.35,50.35,50.35,50.35
2016-12-08,50.99,50.99,50.99,50.99
2016-12-09,51.31,51.31,51.31,51.31
2016-12-10,,,,
2016-12-11,,,,
2016-12-12,52.26,52.26,52.26,52.26
2016-12-13,52.37,52.37,52.37,52.37
2016-12-14,51.41,51.41,51.41,51.41
2016-12-15,51.52,51.52,51.52,51.52
2016-12-16,52.01,52.01,52.01,52.01
2016-12-17,,,,
2016-12-18,,,,
2016-12-19,51.81,51.81,51.81,51.81
2016-12-20,51.95,51.95,51.95,51.95
2016-12-21,51.7,51.7,51.7,51.7
2016-12-22,51.94,51.94,51.94,51.94
2016-12-23,51.96,51.96,51.96,51.96
2016-12-24,,,,
2016-12-25,,,,
2016-12-26,,,,
