,Price,Open,High,Low
2016-12-27,52.09,52.09,52.09,52.09
2016-12-28,52.14,52.14,52.14,52.14
2016-12-29,52.12,52.12,52.12,52.12
2016-12-30,52.1,52.1,52.1,52.1
2016-12-31,,,,
2017-01-01,,,,
2017-01-02,,,,
2017-01-03,53.16,53.16,53.16,53.16
2017-01-04,54.33,54.33,54.33,54.33
2017-01-05,54.76,54.76,54.76,54.76
2017-01-06,54.82,54.82,54.82,54.82
2017-01-07,,,,
2017-01-08,,,,
2017-01-09,53.19,53.19,53.19,53.19
2017-01-10,52.32,52.32,52.32,52.32
2017-01-11,53.38,53.38,53.38,53.38
2017-01-12,53.9,53.9,53.9,53.9
2017-01-13,53.72,53.72,53.72,53.72
2017-01-14,,,,
2017-01-15,,,,
2017-01-16,,,,
2017-01-17,53.69,53.69,53.69,53.69
2017-01-18,53.11,53.11,53.11,53.11
2017-01-19,53.31,53.31,53.31,53.31
2017-01-20,53.74,53.74,53.74,53.74
2017-01-21,,,,
2017-01-22,,,,
2017-01-23,53.64,53.64,53.64,53.64
2017-01-24,53.7,53.7,53.7,53.7
2017-01-25,53.67,53.67,53.67,53.67
2017-01-26,53.8,53.8,53.8,53.8
2017-01-27,53.76,53.76,53.76,53.76
2017-01-28,,,,
2017-01-29,,,,
2017-01-30,53.74,53.74,53.74,53.74
2017-01-31,53.72,53.72,53.72,53.72
2017-02-01,54.44,54.44,54.44,54.44
2017-02-02,54.66,54.66,54.66,54.66
2017-02-03,55.09,55.09,55.09,55.09
2017-02-04,,,,
2017-02-05,,,,
2017-02-06,54.25,54.25,54.25,54.25
2017-02-07,53.9,53.9,53.9,53.9
2017-02-08,53.73,53.73,53.73,53.73
2017-02-09,54.11,54.11,54.11,54.11
2017-02-10,54.59,54.59,54.59,54.59
2017-02-11,,,,
2017-02-12,,,,
2017-02-13,54.03,54.03,54.03,54.03
2017-02-14,54.27,54.27,54.27,54.27
2017-02-15,54.14,54.14,54.14,54.14
2017-02-16,54.12,54.12,54.12,54.12
2017-02-17,54.22,54.22,54.22,54.22
2017-02-18,,,,
2017-02-19,,,,
2017-02-20,,,,
2017-02-21,54.42,54.42,54.42,54.42
2017-02-22,54.27,54.27,54.27,54.27
2017-02-23,54.41,54.41,54.41,54.41
2017-02-24,54.38,54.38,54.38,54.38
2017-02-25,,,,
2017-02-26,,,,
2017-02-27,54.43,54.43,54.43,54.43
2017-02-28,54.44,54.44,54.44,54.44
2017-03-01,54.95,54.95,54.95,54.95
2017-03-02,53.86,53.86,53.86,53.86
2017-03-03,54.35,54.35,54.35,54.35
2017-03-04,,,,
2017-03-05,,,,
2017-03-06,54.32,54.32,54.32,54.32
2017-03-07,54.31,54.31,54.31,54.31
2017-03-08,52.25,52.25,52.25,52.25
2017-03-09,51.81,51.81,51.81,51.81
2017-03-10,51.37,51.37,51.37,51.37
2017-03-11,,,,
2017-03-12,,,,
2017-03-13,51.35,51.35,51.35,51.35
2017-03-14,50.96,50.96,50.96,50.96
2017-03-15,51.38,51.38,51.38,51.38
2017-03-16,51.4,51.4,51.4,51.4
2017-03-17,51.38,51.38,51.38,51.38
2017-03-18,,,,
2017-03-19,,,,
2017-03-20,51.32,51.32,51.32,51.32
2017-03-21,51.09,51.09,51.09,51.09
2017-03-22,51.04,51.04,51.04,51.04
2017-03-23,50.96,50.96,50.96,50.96
2017-03-24,51.02,51.02,51.02,51.02
2017-03-25,,,,
2017-03-26,,,,
2017-03-27,51.01,51.01,51.01,51.01
2017-03-28,51.08,51.08,51.08,51.08
2017-03-29,51.2,51.2,51.2,51.2
2017-03-30,51.23,51.23,51.23,51.23
2017-03-31,51.2,51.2,51.2,51.2
2017-04-01,,,,
2017-04-02,,,,
2017-04-03,51.35,51.35,51.35,51.35
2017-04-04,52.19,52.19,52.19,52.19
2017-04-05,52.5,52.5,52.5,52.5
2017-04-06,52.92,52.92,52.92,52.92
2017-04-07,53.25,53.25,53.25,53.25
2017-04-08,,,,
2017-04-09,,,,
2017-04-10,53.83,53.83,53.83,53.83
2017-04-11,54.08,54.08,54.08,54.08
2017-04-12,53.71,53.71,53.71,53.71
2017-04-13,53.73,53.73,53.73,53.73
2017-04-14,,,,
2017-04-15,,,,
2017-04-16,,,,
2017-04-17,53.43,53.43,53.43,53.43
2017-04-18,53.19,53.19,53.19,53.19
2017-04-19,52.49,52.49,52.49,52.49
2017-04-20,52.57,52.57,52.57,52.57
2017-04-21,52.32,52.32,52.32,52.32
2017-04-22,,,,
2017-04-23,,,,
2017-04-24,52.31,52.31,52.31,52.31
2017-04-25,52.37,52.37,52.37,52.37
2017-04-26,52.35,52.35,52.35,52.35
2017-04-27,52.31,52.31,52.31,52.31
2017-04-28,52.29,52.29,52.29,52.29
2017-04-29,,,,
2017-04-30,,,,
2017-05-01,50.69,50.69,50.69,50.69
2017-05-02,49.3,49.3,49.3,49.3
2017-05-03,49.74,49.74,49.74,49.74
2017-05-04,47.67,47.67,47.67,47.67
2017-05-05,48.34,48.34,48.34,48.34
2017-05-06,,,,
2017-05-07,,,,
2017-05-08,48.54,48.54,48.54,48.54
2017-05-09,48.1,48.1,48.1,48.1
2017-05-10,49.16,49.16,49.16,49.16
2017-05-11,49.48,49.48,49.48,49.48
2017-05-12,49.5,49.5,49.5,49.5
2017-05-13,,,,
2017-05-14,,,,
2017-05-15,50.04,50.04,50.04,50.04
2017-05-16,50.04,50.04,50.04,50.04
2017-05-17,50.35,50.35,50.35,50.35
2017-05-18,50.47,50.47,50.47,50.47
2017-05-19,50.87,50.87,50.87,50.87
2017-05-20,,,,
2017-05-21,,,,
2017-05-22,50.93,50.93,50.93,50.93
2017-05-23,51.05,51.05,51.05,51.05
2017-05-24,50.98,50.98,50.98,50.98
2017-05-25,50.5,50.5,50.5,50.5
2017-05-26,50.59,50.59,50.59,50.59
2017-05-27,,,,
2017-05-28,,,,
2017-05-29,,,,
2017-05-30,50.58,50.58,50.58,50.58
2017-05-31,50.54,50.54,50.54,50.54
2017-06-01,49.47,49.47,49.47,49.47
2017-06-02,48.76,48.76,48.76,48.76
2017-06-03,,,,
2017-06-04,,,,
2017-06-05,48.25,48.25,48.25,48.25
2017-06-06,48.76,48.76,48.76,48.76
2017-06-07,47.18,47.18,47.18,47.18
2017-06-08,47.12,47.12,47.12,47.12
2017-06-09,47.38,47.38,47.38,47.38
2017-06-10,,,,
2017-06-11,,,,
2017-06-12,47.48,47.48,47.48,47.48
2017-06-13,47.68,47.68,47.68,47.68
2017-06-14,46.69,46.69,46.69,46.69
2017-06-15,46.59,46.59,46.59,46.59
2017-06-16,46.73,46.73,46.73,46.73
2017-06-17,,,,
2017-06-18,,,,
2017-06-19,46.55,46.55,46.55,46.55
2017-06-20,46.31,46.31,46.31,46.31
2017-06-21,45.99,45.99,45.99,45.99
2017-06-22,46.1,46.1,46.1,46.1
2017-06-23,46.19,46.19,46.19,46.19
2017-06-24,,,,
2017-06-25,,,,
2017-06-26,46.25,46.25,46.25,46.25
2017-06-27,46.39,46.39,46.39,46.39
2017-06-28,46.45,46.45,46.45,46.45
2017-06-29,46.47,46.47,46.47,46.47
2017-06-30,46.47,46.47,46.47,46.47
2017-07-01,,,,
2017-07-02,,,,
2017-07-03,48.54,48.54,48.54,48.54
2017-07-04,,,,
2017-07-05,46.8,46.8,46.8,46.8
2017-07-06,47.01,47.01,47.01,47.01
2017-07-07,45.88,45.88,45.88,45.88
2017-07-08,,,,
2017-07-09,,,,
2017-07-10,46.03,46.03,46.03,46.03
2017-07-11,46.43,46.43,46.43,46.43
2017-07-12,46.58,46.58,46.58,46.58
2017-07-13,46.95,46.95,46.95,46.95
2017-07-14,47.23,47.23,47.23,47.23
2017-07-15,,,,
2017-07-16,,,,
2017-07-17,46.98,46.98,46.98,46.98
2017-07-18,47.14,47.14,47.14,47.14
2017-07-19,47.46,47.46,47.46,47.46
2017-07-20,47.32,47.32,47.32,47.32
2017-07-21,47.0,47.0,47.0,47.0
2017-07-22,,,,
2017-07-23,,,,
2017-07-24,47.11,47.11,47.11,47.11
2017-07-25,47.41,47.41,47.41,47.41
2017-07-26,47.52,47.52,47.52,47.52
2017-07-27,47.56,47.56,47.56,47.56
2017-07-28,47.56,47.56,47.56,47.56
2017-07-29,,,,
2017-07-30,,,,
2017-07-31,47.57,47.57,47.57,47.57
2017-08-01,50.42,50.42,50.42,50.42
2017-08-02,51.03,51.03,51.03,51.03
2017-08-03,50.64,50.64,50.64,50.64
2017-08-04,51.1,51.1,51.1,51.1
2017-08-05,,,,
2017-08-06,,,,
2017-08-07,51.0,51.0,51.0,51.0
2017-08-08,50.8,50.8,50.8,50.8
2017-08-09,50.66,50.66,50.66,50.66
2017-08-10,50.59,50.59,50.59,50.59
2017-08-11,50.63,50.63,50.63,50.63
2017-08-12,,,,
2017-08-13,,,,
2017-08-14,49.85,49.85,49.85,49.85
2017-08-15,49.9,49.9,49.9,49.9
2017-08-16,49.57,49.57,49.57,49.57
2017-08-17,49.84,49.84,49.84,49.84
2017-08-18,50.45,50.45,50.45,50.45
2017-08-19,,,,
2017-08-20,,,,
2017-08-21,50.09,50.09,50.09,50.09
2017-08-22,50.14,50.14,50.14,50.14
2017-08-23,50.36,50.36,50.36,50.36
2017-08-24,50.21,50.21,50.21,50.21
2017-08-25,50.3,50.3,50.3,50.3
2017-08-26,,,,
2017-08-27,,,,
2017-08-28,50.24,50.24,50.24,50.24
2017-08-29,50.25,50.25,50.25,50.25
2017-08-30,50.22,50.22,50.22,50.22
2017-08-31,50.22,50.22,50.22,50.22
2017-09-01,51.49,51.49,51.49,51.49
2017-09-02,,,,
2017-09-03,,,,
2017-09-04,,,,
2017-09-05,52.02,52.02,52.02,52.02
2017-09-06,52.76,52.76,52.76,52.76
2017-09-07,52.78,52.78,52.78,52.78
2017-09-08,52.24,52.24,52.24,52.24
2017-09-09,,,,
2017-09-10,,,,
2017-09-11,52.35,52.35,52.35,52.35
2017-09-12,52.58,52.58,52.58,52.58
2017-09-13,53.06,53.06,53.06,53.06
2017-09-14,53.22,53.22,53.22,53.22
2017-09-15,53.28,53.28,53.28,53.28
2017-09-16,,,,
2017-09-17,,,,
2017-09-18,53.25,53.25,53.25,53.25
2017-09-19,53.09,53.09,53.09,53.09
2017-09-20,53.51,53.51,53.51,53.51
2017-09-21,53.52,53.52,53.52,53.52
2017-09-22,53.6,53.6,53.6,53.6
2017-09-23,,,,
2017-09-24,,,,
2017-09-25,53.92,53.92,53.92,53.92
2017-09-26,53.77,53.77,53.77,53.77
2017-09-27,53.67,53.67,53.67,53.67
2017-09-28,53.63,53.63,53.63,53.63
2017-09-29,53.67,53.67,53.67,53.67
2017-09-30,,,,
2017-10-01,,,,
2017-10-02,54.72,54.72,54.72,54.72
2017-10-03,54.42,54.42,54.42,54.42
2017-10-04,54.29,54.29,54.29,54.29
2017-10-05,55.22,55.22,55.22,55.22
2017-10-06,53.95,53.95,53.95,53.95
2017-10-07,,,,
2017-10-08,,,,
2017-10-09,54.1,54.1,54.1,54.1
2017-10-10,54.61,54.61,54.61,54.61
2017-10-11,54.83,54.83,54.83,54.83
2017-10-12,54.54,54.54,54.54,54.54
2017-10-13,55.04,55.04,55.04,55.04
2017-10-14,,,,
2017-10-15,,,,
2017-10-16,55.34,55.34,55.34,55.34
2017-10-17,55.37,55.37,55.37,55.37
2017-10-18,55.48,55.48,55.48,55.48
2017-10-19,55.13,55.13,55.13,55.13
2017-10-20,55.27,55.27,55.27,55.27
2017-10-21,,,,
2017-10-22,,,,
2017-10-23,55.14,55.14,55.14,55.14
2017-10-24,55.39,55.39,55.39,55.39
2017-10-25,55.34,55.34,55.34,55.34
2017-10-26,55.45,55.45,55.45,55.45
2017-10-27,55.55,55.55,55.55,55.55
2017-10-28,,,,
2017-10-29,,,,
2017-10-30,55.54,55.54,55.54,55.54
2017-10-31,55.55,55.55,55.55,55.55
2017-11-01,58.73,58.73,58.73,58.73
2017-11-02,58.87,58.87,58.87,58.87
2017-11-03,60.15,60.15,60.15,60.15
2017-11-04,,,,
2017-11-05,,,,
2017-11-06,61.83,61.83,61.83,61.83
2017-11-07,61.2,61.2,61.2,61.2
2017-11-08,61.14,61.14,61.14,61.14
2017-11-09,61.56,61.56,61.56,61.56
2017-11-10,61.3,61.3,61.3,61.3
2017-11-11,,,,
2017-11-12,,,,
2017-11-13,61.18,61.18,61.18,61.18
2017-11-14,60.69,60.69,60.69,60.69
2017-11-15,60.49,60.49,60.49,60.49
2017-11-16,60.22,60.22,60.22,60.22
2017-11-17,60.82,60.82,60.82,60.82
2017-11-18,,,,
2017-11-19,,,,
2017-11-20,60.55,60.55,60.55,60.55
2017-11-21,60.63,60.63,60.63,60.63
2017-11-22,60.78,60.78,60.78,60.78
2017-11-23,,,,
2017-11-24,60.92,60.92,60.92,60.92
2017-11-25,,,,
2017-11-26,,,,
2017-11-27,60.88,60.88,60.88,60.88
2017-11-28,60.8,60.8,60.8,60.8
2017-11-29,60.8,60.8,60.8,60.8
2017-11-30,60.82,60.82,60.82,60.82
2017-12-01,61.23,61.23,61.23,61.23
2017-12-02,,,,
2017-12-03,,,,
2017-12-04,60.02,60.02,60.02,60.02
2017-12-05,60.55,60.55,60.55,60.55
2017-12-06,59.34,59.34,59.34,59.34
2017-12-07,60.22,60.22,60.22,60.22
2017-12-08,60.84,60.84,60.84,60.84
2017-12-09,,,,
2017-12-10,,,,
2017-12-11,61.62,61.62,61.62,61.62
2017-12-12,60.56,60.56,60.56,60.56
2017-12-13,60.12,60.12,60.12,60.12
2017-12-14,60.65,60.65,60.65,60.65
2017-12-15,60.7,60.7,60.7,60.7
2017-12-16,,,,
2017-12-17,,,,
2017-12-18,60.8,60.8,60.8,60.8
2017-12-19,61.02,61.02,61.02,61.02
2017-12-20,61.28,61.28,61.28,61.28
2017-12-21,61.3,61.3,61.3,61.3
2017-12-22,61.15,61.15,61.15,61.15
2017-12-23,,,,
2017-12-24,,,,
2017-12-25,,,,
2017-12-26,61.6,61.6,61.6,61.6
2017-12-27,61.52,61.52,61.52,61.52
2017-12-28,61.56,61.56,61.56,61.56
2017-12-29,61.6,61.6,61.6,61.6
2017-12-30,,,,
2017-12-31,,,,
2018-01-01,,,,
2018-01-02,64.02,64.02,64.02,64.02
2018-01-03,65.24,65.24,65.24,65.24
2018-01-04,65.31,65.31,65.31,65.31
2018-01-05,64.94,64.94,64.94,64.94
2018-01-06,,,,
2018-01-07,,,,
2018-01-08,65.09,65.09,65.09,65.09
2018-01-09,65.81,65.81,65.81,65.81
2018-01-10,66.01,66.01,66.01,66.01
2018-01-11,66.07,66.07,66.07,66.07
2018-01-12,66.36,66.36,66.36,66.36
2018-01-13,,,,
2018-01-14,,,,
2018-01-15,,,,
2018-01-16,66.05,66.05,66.05,66.05
2018-01-17,66.13,66.13,66.13,66.13
2018-01-18,66.08,66.08,66.08,66.08
2018-01-19,65.82,65.82,65.82,65.82
2018-01-20,,,,
2018-01-21,,,,
2018-01-22,65.97,65.97,65.97,65.97
2018-01-23,66.21,66.21,66.21,66.21
2018-01-24,66.31,66.31,66.31,66.31
2018-01-25,66.26,66.26,66.26,66.26
2018-01-26,66.32,66.32,66.32,66.32
2018-01-27,,,,
2018-01-28,,,,
2018-01-29,66.23,66.23,66.23,66.23
2018-01-30,66.2,66.2,66.2,66.2
2018-01-31,66.19,66.19,66.19,66.19
2018-02-01,66.73,66.73,66.73,66.73
2018-02-02,65.74,65.74,65.74,65.74
2018-02-03,,,,
2018-02-04,,,,
2018-02-05,64.99,64.99,64.99,64.99
2018-02-06,64.27,64.27,64.27,64.27
2018-02-07,63.14,63.14,63.14,63.14
2018-02-08,62.64,62.64,62.64,62.64
2018-02-09,61.22,61.22,61.22,61.22
2018-02-10,,,,
2018-02-11,,,,
2018-02-12,61.16,61.16,61.16,61.16
2018-02-13,61.29,61.29,61.29,61.29
2018-02-14,62.05,62.05,62.05,62.05
2018-02-15,62.28,62.28,62.28,62.28
2018-02-16,62.28,62.28,62.28,62.28
2018-02-17,,,,
2018-02-18,,,,
2018-02-19,,,,
2018-02-20,62.43,62.43,62.43,62.43
2018-02-21,62.47,62.47,62.47,62.47
2018-02-22,62.62,62.62,62.62,62.62
2018-02-23,62.75,62.75,62.75,62.75
2018-02-24,,,,
2018-02-25,,,,
2018-02-26,62.75,62.75,62.75,62.75
2018-02-27,62.72,62.72,62.72,62.72
2018-02-28,62.72,62.72,62.72,62.72
2018-03-01,60.39,60.39,60.39,60.39
2018-03-02,60.91,60.91,60.91,60.91
2018-03-03,,,,
2018-03-04,,,,
2018-03-05,61.94,61.94,61.94,61.94
2018-03-06,62.21,62.21,62.21,62.21
2018-03-07,60.91,60.91,60.91,60.91
2018-03-08,60.44,60.44,60.44,60.44
2018-03-09,61.69,61.69,61.69,61.69
2018-03-10,,,,
2018-03-11,,,,
2018-03-12,61.32,61.32,61.32,61.32
2018-03-13,61.17,61.17,61.17,61.17
2018-03-14,61.36,61.36,61.36,61.36
2018-03-15,61.48,61.48,61.48,61.48
2018-03-16,61.96,61.96,61.96,61.96
2018-03-17,,,,
2018-03-18,,,,
2018-03-19,61.86,61.86,61.86,61.86
2018-03-20,62.27,62.27,62.27,62.27
2018-03-21,62.84,62.84,62.84,62.84
2018-03-22,62.62,62.62,62.62,62.62
2018-03-23,62.84,62.84,62.84,62.84
2018-03-24,,,,
2018-03-25,,,,
2018-03-26,62.77,62.77,62.77,62.77
2018-03-27,62.76,62.76,62.76,62.76
2018-03-28,62.68,62.68,62.68,62.68
2018-03-29,62.73,62.73,62.73,62.73
2018-03-30,,,,
2018-03-31,,,,
2018-04-01,,,,
2018-04-02,64.62,64.62,64.62,64.62
2018-04-03,65.16,65.16,65.16,65.16
2018-04-04,65.17,65.17,65.17,65.17
2018-04-05,65.46,65.46,65.46,65.46
2018-04-06,64.65,64.65,64.65,64.65
2018-04-07,,,,
2018-04-08,,,,
2018-04-09,65.83,65.83,65.83,65.83
2018-04-10,67.27,67.27,67.27,67.27
2018-04-11,67.78,67.78,67.78,67.78
2018-04-12,67.66,67.66,67.66,67.66
2018-04-13,67.8,67.8,67.8,67.8
2018-04-14,,,,
2018-04-15,,,,
2018-04-16,67.25,67.25,67.25,67.25
2018-04-17,67.38,67.38,67.38,67.38
2018-04-18,68.16,68.16,68.16,68.16
2018-04-19,68.18,68.18,68.18,68.18
2018-04-20,68.29,68.29,68.29,68.29
2018-04-21,,,,
2018-04-22,,,,
2018-04-23,68.41,68.41,68.41,68.41
2018-04-24,68.2,68.2,68.2,68.2
2018-04-25,68.16,68.16,68.16,68.16
2018-04-26,68.28,68.28,68.28,68.28
2018-04-27,68.28,68.28,68.28,68.28
2018-04-28,,,,
2018-04-29,,,,
2018-04-30,68.27,68.27,68.27,68.27
2018-05-01,70.55,70.55,70.55,70.55
2018-05-02,70.44,70.44,70.44,70.44
2018-05-03,70.71,70.71,70.71,70.71
2018-05-04,71.78,71.78,71.78,71.78
2018-05-05,,,,
2018-05-06,,,,
2018-05-07,72.83,72.83,72.83,72.83
2018-05-08,71.73,71.73,71.73,71.73
2018-05-09,73.37,73.37,73.37,73.37
2018-05-10,73.68,73.68,73.68,73.68
2018-05-11,73.48,73.48,73.48,73.48
2018-05-12,,,,
2018-05-13,,,,
2018-05-14,74.02,74.02,74.02,74.02
2018-05-15,74.04,74.04,74.04,74.04
2018-05-16,74.59,74.59,74.59,74.59
2018-05-17,74.67,74.67,74.67,74.67
2018-05-18,74.45,74.45,74.45,74.45
2018-05-19,,,,
2018-05-20,,,,
2018-05-21,74.79,74.79,74.79,74.79
2018-05-22,74.91,74.91,74.91,74.91
2018-05-23,74.98,74.98,74.98,74.98
2018-05-24,74.78,74.78,74.78,74.78
2018-05-25,74.45,74.45,74.45,74.45
2018-05-26,,,,
2018-05-27,,,,
2018-05-28,,,,
2018-05-29,74.58,74.58,74.58,74.58
2018-05-30,74.44,74.44,74.44,74.44
2018-05-31,74.41,74.41,74.41,74.41
2018-06-01,74.11,74.11,74.11,74.11
2018-06-02,,,,
2018-06-03,,,,
2018-06-04,73.15,73.15,73.15,73.15
2018-06-05,73.38,73.38,73.38,73.38
2018-06-06,73.42,73.42,73.42,73.42
2018-06-07,74.88,74.88,74.88,74.88
2018-06-08,74.3,74.3,74.3,74.3
2018-06-09,,,,
2018-06-10,,,,
2018-06-11,74.37,74.37,74.37,74.37
2018-06-12,73.97,73.97,73.97,73.97
2018-06-13,74.46,74.46,74.46,74.46
2018-06-14,73.94,73.94,73.94,73.94
2018-06-15,72.79,72.79,72.79,72.79
2018-06-16,,,,
2018-06-17,,,,
2018-06-18,73.49,73.49,73.49,73.49
2018-06-19,73.19,73.19,73.19,73.19
2018-06-20,73.02,73.02,73.02,73.02
2018-06-21,72.63,72.63,72.63,72.63
2018-06-22,73.3,73.3,73.3,73.3
2018-06-23,,,,
2018-06-24,,,,
2018-06-25,73.15,73.15,73.15,73.15
2018-06-26,73.44,73.44,73.44,73.44
2018-06-27,73.58,73.58,73.58,73.58
2018-06-28,73.57,73.57,73.57,73.57
2018-06-29,73.59,73.59,73.59,73.59
2018-06-30,,,,
2018-07-01,,,,
2018-07-02,74.33,74.33,74.33,74.33
2018-07-03,74.88,74.88,74.88,74.88
2018-07-04,,,,
2018-07-05,74.53,74.53,74.53,74.53
2018-07-06,74.25,74.25,74.25,74.25
2018-07-07,,,,
2018-07-08,,,,
2018-07-09,75.08,75.08,75.08,75.08
2018-07-10,75.73,75.73,75.73,75.73
2018-07-11,72.35,72.35,72.35,72.35
2018-07-12,73.23,73.23,73.23,73.23
2018-07-13,73.82,73.82,73.82,73.82
2018-07-14,,,,
2018-07-15,,,,
2018-07-16,72.01,72.01,72.01,72.01
2018-07-17,72.37,72.37,72.37,72.37
2018-07-18,72.72,72.72,72.72,72.72
2018-07-19,72.44,72.44,72.44,72.44
2018-07-20,72.59,72.59,72.59,72.59
2018-07-21,,,,
2018-07-22,,,,
2018-07-23,72.67,72.67,72.67,72.67
2018-07-24,72.82,72.82,72.82,72.82
2018-07-25,73.01,73.01,73.01,73.01
2018-07-26,73.14,73.14,73.14,73.14
2018-07-27,73.14,73.14,73.14,73.14
2018-07-28,,,,
2018-07-29,,,,
2018-07-30,73.15,73.15,73.15,73.15
2018-07-31,73.12,73.12,73.12,73.12
2018-08-01,70.83,70.83,70.83,70.83
2018-08-02,72.2,72.2,72.2,72.2
2018-08-03,71.89,71.89,71.89,71.89
2018-08-04,,,,
2018-08-05,,,,
2018-08-06,72.35,72.35,72.35,72.35
2018-08-07,72.91,72.91,72.91,72.91
2018-08-08,71.29,71.29,71.29,71.29
2018-08-09,71.14,71.14,71.14,71.14
2018-08-10,71.71,71.71,71.71,71.71
2018-08-11,,,,
2018-08-12,,,,
2018-08-13,71.52,71.52,71.52,71.52
2018-08-14,71.41,71.41,71.41,71.41
2018-08-15,70.53,70.53,70.53,70.53
2018-08-16,70.88,70.88,70.88,70.88
2018-08-17,71.07,71.07,71.07,71.07
2018-08-18,,,,
2018-08-19,,,,
2018-08-20,71.18,71.18,71.18,71.18
2018-08-21,71.38,71.38,71.38,71.38
2018-08-22,72.06,72.06,72.06,72.06
2018-08-23,72.07,72.07,72.07,72.07
2018-08-24,72.39,72.39,72.39,72.39
2018-08-25,,,,
2018-08-26,,,,
2018-08-27,72.45,72.45,72.45,72.45
2018-08-28,72.39,72.39,72.39,72.39
2018-08-29,72.49,72.49,72.49,72.49
2018-08-30,72.51,72.51,72.51,72.51
2018-08-31,72.49,72.49,72.49,72.49
2018-09-01,,,,
2018-09-02,,,,
2018-09-03,,,,
2018-09-04,76.4,76.4,76.4,76.4
2018-09-05,75.53,75.53,75.53,75.53
2018-09-06,74.69,74.69,74.69,74.69
2018-09-07,75.04,75.04,75.04,75.04
2018-09-08,,,,
2018-09-09,,,,
2018-09-10,75.56,75.56,75.56,75.56
2018-09-11,76.72,76.72,76.72,76.72
2018-09-12,77.1,77.1,77.1,77.1
2018-09-13,76.22,76.22,76.22,76.22
2018-09-14,76.13,76.13,76.13,76.13
2018-09-15,,,,
2018-09-16,,,,
2018-09-17,76.06,76.06,76.06,76.06
2018-09-18,76.5,76.5,76.5,76.5
2018-09-19,76.65,76.65,76.65,76.65
2018-09-20,76.44,76.44,76.44,76.44
2018-09-21,76.48,76.48,76.48,76.48
2018-09-22,,,,
2018-09-23,,,,
2018-09-24,77.02,77.02,77.02,77.02
2018-09-25,77.14,77.14,77.14,77.14
2018-09-26,77.1,77.1,77.1,77.1
2018-09-27,77.22,77.22,77.22,77.22
2018-09-28,77.25,77.25,77.25,77.25
2018-09-29,,,,
2018-09-30,,,,
2018-10-01,82.82,82.82,82.82,82.82
2018-10-02,82.66,82.66,82.66,82.66
2018-10-03,84.12,84.12,84.12,84.12
2018-10-04,82.78,82.78,82.78,82.78
2018-10-05,82.71,82.71,82.71,82.71
2018-10-06,,,,
2018-10-07,,,,
2018-10-08,82.58,82.58,82.58,82.58
2018-10-09,83.26,83.26,83.26,83.26
2018-10-10,81.85,81.85,81.85,81.85
2018-10-11,80.19,80.19,80.19,80.19
2018-10-12,80.37,80.37,80.37,80.37
2018-10-13,,,,
2018-10-14,,,,
2018-10-15,80.39,80.39,80.39,80.39
2018-10-16,80.85,80.85,80.85,80.85
2018-10-17,80.25,80.25,80.25,80.25
2018-10-18,80.03,80.03,80.03,80.03
2018-10-19,80.08,80.08,80.08,80.08
2018-10-20,,,,
2018-10-21,,,,
2018-10-22,80.19,80.19,80.19,80.19
2018-10-23,79.32,79.32,79.32,79.32
2018-10-24,79.28,79.28,79.28,79.28
2018-10-25,79.38,79.38,79.38,79.38
2018-10-26,79.45,79.45,79.45,79.45
2018-10-27,,,,
2018-10-28,,,,
2018-10-29,79.41,79.41,79.41,79.41
2018-10-30,79.35,79.35,79.35,79.35
2018-10-31,79.39,79.39,79.39,79.39
2018-11-01,71.56,71.56,71.56,71.56
2018-11-02,71.54,71.54,71.54,71.54
2018-11-03,,,,
2018-11-04,,,,
2018-11-05,71.88,71.88,71.88,71.88
2018-11-06,70.99,70.99,70.99,70.99
2018-11-07,71.06,71.06,71.06,71.06
2018-11-08,69.98,69.98,69.98,69.98
2018-11-09,69.82,69.82,69.82,69.82
2018-11-10,,,,
2018-11-11,,,,
2018-11-12,69.81,69.81,69.81,69.81
2018-11-13,66.91,66.91,66.91,66.91
2018-11-14,67.26,67.26,67.26,67.26
2018-11-15,67.55,67.55,67.55,67.55
2018-11-16,67.6,67.6,67.6,67.6
2018-11-17,,,,
2018-11-18,,,,
2018-11-19,67.68,67.68,67.68,67.68
2018-11-20,66.06,66.06,66.06,66.06
2018-11-21,66.47,66.47,66.47,66.47
2018-11-22,,,,
2018-11-23,65.35,65.35,65.35,65.35
2018-11-24,,,,
2018-11-25,,,,
2018-11-26,65.63,65.63,65.63,65.63
2018-11-27,65.59,65.59,65.59,65.59
2018-11-28,65.52,65.52,65.52,65.52
2018-11-29,65.59,65.59,65.59,65.59
2018-11-30,65.56,65.56,65.56,65.56
2018-12-01,,,,
2018-12-02,,,,
2018-12-03,60.52,60.52,60.52,60.52
2018-12-04,61.05,61.05,61.05,61.05
2018-12-05,60.46,60.46,60.46,60.46
2018-12-06,59.21,59.21,59.21,59.21
2018-12-07,60.2,60.2,60.2,60.2
2018-12-08,,,,
2018-12-09,,,,
2018-12-10,59.01,59.01,59.01,59.01
2018-12-11,59.14,59.14,59.14,59.14
2018-12-12,59.24,59.24,59.24,59.24
2018-12-13,59.92,59.92,59.92,59.92
2018-12-14,59.35,59.35,59.35,59.35
2018-12-15,,,,
2018-12-16,,,,
2018-12-17,59.14,59.14,59.14,59.14
2018-12-18,57.92,57.92,57.92,57.92
2018-12-19,58.21,58.21,58.21,58.21
2018-12-20,57.53,57.53,57.53,57.53
